,mic
380,0.15235084115171965
381,0.1551354913330274
382,0.1424943503706769
383,0.17045794320410967
384,0.14743204248543693
385,0.13318458565715852
386,0.13318458565715852
387,0.1541416177418848
388,0.15159985827020417
389,0.16243864220246892
390,0.14399810934739174
391,0.15370981468461253
392,0.1654917879088539
393,0.1879255316605999
394,0.14465974236924542
395,0.1680105040293669
396,0.1536196389982594
397,0.14999040504743197
398,0.15283526641924844
399,0.15885278124113222
400,0.16495215611404582
401,0.14673932068348078
402,0.13493162051439175
403,0.15080823937279011
404,0.1410376743472339
405,0.14473687039652355
406,0.1905986581615977
407,0.15238542520370402
408,0.1671349390406165
409,0.17601619022265388
410,0.15678309343484897
411,0.15678309343484897
412,0.1371751605455735
413,0.1371751605455735
414,0.1409001234530807
415,0.1467969412948091
416,0.1505237243780699
417,0.15041356396380667
418,0.14371811238458096
419,0.16181519024862057
420,0.20954446404148527
421,0.14264874595428995
422,0.15006631104544801
423,0.13964047642336222
424,0.14352366239748432
425,0.13779553458271052
426,0.20954446404148527
427,0.1407427280185141
428,0.12728872406726774
429,0.14371811238458096
430,0.16181519024862057
431,0.1631465070905703
432,0.17701219480876068
433,0.17701219480876068
434,0.24255914985432842
435,0.24762050540428843
436,0.2638365904853574
437,0.2446504377556595
438,0.2587009239472719
439,0.16568942339466133
440,0.21061287137583437
441,0.19204040494672564
442,0.1625829612821827
443,0.16353225655307235
444,0.2188387604692793
445,0.21162690418076588
446,0.17742684605201325
447,0.17267213909906393
448,0.2052327449620046
449,0.1675228423218228
450,0.20884280010592346
451,0.16764409227081334
452,0.1657219884700903
453,0.16353225655307235
454,0.16851484467190692
455,0.1636198111986168
456,0.19917286151009228
457,0.21739186345645073
458,0.1823339840604643
459,0.19979495703557806
460,0.19878090137351903
461,0.2143385901079891
462,0.21061287137583437
463,0.21061287137583437
464,0.22889699584894865
465,0.20723875942238368
466,0.16353225655307235
467,0.16353225655307235
468,0.16353225655307235
469,0.16353225655307235
470,0.16353225655307235
471,0.16353225655307235
472,0.16353225655307235
473,0.16353225655307235
474,0.16353225655307235
475,0.16353225655307235
476,0.16353225655307235
477,0.18192031953769078
478,0.16353225655307235
479,0.16961984537546865
480,0.16518827347058576
481,0.17920589470721568
482,0.17864545030979373
483,0.18426310088310022
484,0.1748717496326412
485,0.1999658026929641
486,0.17190306384704074
487,0.22129232626955184
488,0.16376441164208608
489,0.22557095860297458
490,0.16851197885708957
491,0.16353225655307235
492,0.16353225655307235
493,0.16969394858201783
494,0.18756411771504078
495,0.1977388813617499
496,0.16353225655307235
497,0.16483525213952388
498,0.1954831141763375
499,0.22057107440814996
500,0.16413262417247568
501,0.14482252368095647
502,0.17398367662125813
503,0.20760607815518256
504,0.19965515772475373
505,0.16513415035621307
506,0.1682952486861473
507,0.21639708968507684
508,0.1575522510635913
509,0.15388444291279657
510,0.202120948920928
511,0.18587738291017805
512,0.1816158133303578
513,0.19510044933983176
514,0.20169422940227863
515,0.1834157553440201
516,0.19893742424419164
517,0.1876646097333563
518,0.21149533970082324
519,0.20480726068824043
520,0.16681503508442835
521,0.17647582517989635
522,0.15563156909962478
523,0.14329039788409378
524,0.15656101225272906
525,0.16353225655307235
526,0.19441452257671046
527,0.18668186721188307
528,0.17701219480876068
529,0.17701219480876068
530,0.13883552324393814
531,0.19534606433824223
532,0.1729391091813236
533,0.16718796288667467
534,0.14602347600343427
535,0.1475889335096596
536,0.17737564675991366
537,0.1253922296074676
538,0.18893741030215946
539,0.24401224252660575
540,0.24819362597152075
541,0.21235269466102955
542,0.21539289334446526
543,0.21589869002476958
544,0.23084711057143104
545,0.22250003335536864
546,0.2216004446758066
547,0.22850545253304624
548,0.2210387567726536
549,0.19623087897953656
550,0.14656093369092196
551,0.12835762310132764
552,0.18007251835195465
553,0.18007251835195465
554,0.18007251835195465
555,0.1853777095341359
556,0.1853777095341359
557,0.18509965799423667
558,0.1809104989813318
559,0.1809104989813318
560,0.18127358001852628
561,0.1788238893530884
562,0.1788238893530884
563,0.1788238893530884
564,0.18305337393440763
565,0.1831721338840294
566,0.18305337393440763
567,0.1500393783038771
568,0.15956217361697275
569,0.14139158980323377
570,0.1501448639004128
571,0.16473845024232103
572,0.13797264293446465
573,0.13486599322756854
574,0.15937403801820538
575,0.18267172280255703
576,0.15622063073952297
577,0.24401224252660575
578,0.24819362597152075
579,0.21235269466102955
580,0.21539289334446526
581,0.21589869002476958
582,0.23084711057143104
583,0.22250003335536864
584,0.2216004446758066
585,0.22850545253304624
586,0.2210387567726536
587,0.19623087897953656
588,0.14656093369092196
589,0.13993555736333946
590,0.18007251835195465
591,0.18007251835195465
592,0.18007251835195465
593,0.1853777095341359
594,0.1853777095341359
595,0.18509965799423667
596,0.18127358001852628
597,0.18127358001852628
598,0.18127358001852628
599,0.1788238893530884
600,0.17784644613064773
601,0.1788238893530884
602,0.18305337393440763
603,0.18305337393440763
604,0.18305337393440763
605,0.14599821725655973
606,0.15179364904370501
607,0.158952964477021
608,0.13525365322065475
609,0.15118194306884636
610,0.15425095494059035
611,0.15295158094551803
612,0.1551573308700942
613,0.1746482676474513
614,0.14837272684059588
615,0.17934701222116076
616,0.18686214925855163
617,0.16286956180488865
618,0.16995395129727722
619,0.18160860911601603
620,0.1657386736159175
621,0.18509935767729166
622,0.16258538169866388
623,0.16519491457496663
624,0.13888806435105686
625,0.15953401108830167
626,0.1493797212442238
627,0.16719448341613438
628,0.17976751979641817
629,0.1796420309850664
630,0.16398462300433378
631,0.18230847372719133
632,0.16678043544341659
633,0.17628698840391294
634,0.20160377866125043
635,0.18127465595504708
636,0.14460492414598874
637,0.19624105714172616
638,0.14311841837174116
639,0.16736334912694234
640,0.1687268795260895
641,0.1666567831846467
642,0.15015889987378286
643,0.1611879511354245
644,0.15237619822015583
645,0.18441960724169731
646,0.17004178879077783
647,0.17029021393121646
648,0.16165949803380875
649,0.1715956258830106
650,0.16038463593276736
651,0.17628091038070762
652,0.18787226525233777
653,0.18334045568775878
654,0.16483989084742576
655,0.17662692587258483
656,0.15793940110111013
657,0.1816674778825149
658,0.17797057098041305
659,0.16820733197100665
660,0.17557054395111107
661,0.17289671101888754
662,0.1801286405502376
663,0.16880390227521871
664,0.16404022986735378
665,0.24401224252660575
666,0.24819362597152075
667,0.22137694931358526
668,0.21945892681714435
669,0.21607746539612474
670,0.2091434703298777
671,0.22109081301524355
672,0.22085683072071777
673,0.21928107022648372
674,0.2330023220509157
675,0.19435713368711946
676,0.14656093369092196
677,0.13341652069835355
678,0.18007251835195465
679,0.18007251835195465
680,0.18007251835195465
681,0.1853777095341359
682,0.1853777095341359
683,0.18509965799423667
684,0.18127358001852628
685,0.18127358001852628
686,0.18127358001852628
687,0.17784644613064773
688,0.17784644613064773
689,0.17784644613064773
690,0.18305337393440763
691,0.18305337393440763
692,0.18305337393440763
693,0.14383292116686466
694,0.17212263337894065
695,0.16682147974189512
696,0.1455480793749429
697,0.171595234470389
698,0.15661086703165547
699,0.18731167154456424
700,0.1589989750024433
701,0.1585026057438498
702,0.1534123343014207
703,0.16380021445666026
704,0.16984239067734716
705,0.1619323079917221
706,0.165263758525574
707,0.1666249418196145
708,0.17625451459666588
709,0.16546429144965544
710,0.17563567479142245
711,0.17488350888716306
712,0.15346231177356484
713,0.16005554046228546
714,0.176296925747005
715,0.1644523100642249
716,0.16457262078978177
717,0.18275995184190175
718,0.16670482096668907
719,0.18026199764038983
720,0.16546356697962983
721,0.16769152897671133
722,0.1705896701012558
723,0.17282192437446306
724,0.1811423245074578
725,0.17333813815748494
726,0.17509513129512413
727,0.15428005248666993
728,0.18372686105357824
729,0.17339980350076237
730,0.15297547171277703
731,0.18190753991743316
732,0.17634369159152877
733,0.15475697150633116
734,0.15898319426085145
735,0.1765136699564735
736,0.15050944492970852
737,0.1769156079900661
738,0.15802316579433345
739,0.17573408972412005
740,0.18104305544018534
741,0.16251329008982668
742,0.17226953242578522
743,0.1638208548180776
744,0.1765060691969856
745,0.17359216846235181
746,0.17683944390782189
747,0.1839791676198142
748,0.16967464394658338
749,0.18022016039648714
750,0.16914645630509897
751,0.24401224252660575
752,0.24819362597152075
753,0.22469889652836514
754,0.21774458372735325
755,0.21607746539612474
756,0.21533567946132623
757,0.21061849744907035
758,0.2270961833881568
759,0.20935638668540218
760,0.22639728899390887
761,0.19435713368711946
762,0.14656093369092196
763,0.1276645561411107
764,0.18007251835195465
765,0.18007251835195465
766,0.18007251835195465
767,0.18462649670225154
768,0.18462649670225154
769,0.18509965799423667
770,0.18127358001852628
771,0.18127358001852628
772,0.18127358001852628
773,0.17784644613064773
774,0.17784644613064773
775,0.17784644613064773
776,0.18305337393440763
777,0.1831721338840294
778,0.18305337393440763
779,0.14443096734897093
780,0.15645534246932907
781,0.14700283239525586
782,0.15782682934917514
783,0.1861422505287681
784,0.17633571969639628
785,0.1738823083052839
786,0.1558934208504356
787,0.15752138558052203
788,0.17489014657176666
789,0.17695884774947604
790,0.1643956815167413
791,0.17762106710637368
792,0.1810709434108678
793,0.18175161302304768
794,0.17140440709932994
795,0.1613098512332561
796,0.16082699112526097
797,0.15243474720393155
798,0.15769713874591984
799,0.1447167921200621
800,0.1672122120744129
801,0.16697720934887755
802,0.18321413014639676
803,0.15139706394086844
804,0.18132062580250094
805,0.1584290774825384
806,0.17268978616550656
807,0.17043154135401742
808,0.18236630512247273
809,0.12842076129074298
810,0.17364297781650365
811,0.14217528164916415
812,0.18692210037571594
813,0.1570539314787461
814,0.17257394672414383
815,0.1469313123980507
816,0.1567360316113279
817,0.14551607110870748
818,0.1625945792214141
819,0.16430882478854414
820,0.17520955365712862
821,0.1654706384711864
822,0.1648838792209589
823,0.16508215260905185
824,0.17393447768271378
825,0.18460188712163525
826,0.18523946546386735
827,0.14426567776621949
828,0.1736034945248218
829,0.13931207767418424
830,0.18063204252395942
831,0.19030737076703835
832,0.1679670096184542
833,0.15155095581644262
834,0.18048087198178295
835,0.15329103065288585
836,0.17627282334859745
837,0.24401224252660575
838,0.24819362597152075
839,0.22429098891859772
840,0.22091089460901925
841,0.20726811614045604
842,0.20947296837571633
843,0.21159180998849078
844,0.2424055329287644
845,0.2137589628965672
846,0.23027934590800936
847,0.19385630493091233
848,0.14656093369092196
849,0.1326392748616425
850,0.18007251835195465
851,0.18007251835195465
852,0.18007251835195465
853,0.18462649670225154
854,0.18462649670225154
855,0.18509965799423667
856,0.18127358001852628
857,0.18127358001852628
858,0.18127358001852628
859,0.1780801602133365
860,0.17784644613064773
861,0.1780801602133365
862,0.18305337393440763
863,0.18305337393440763
864,0.18305337393440763
865,0.14888084933218224
866,0.15827371137101878
867,0.15542360781857897
868,0.1594647406463481
869,0.1653316977574359
870,0.17131711748836756
871,0.1682532822682846
872,0.17700183509863124
873,0.17660048935575667
874,0.0
875,0.17200692042917426
876,0.17934207716435277
877,0.14033625922016646
878,0.15698894965754992
879,0.1592968146122486
880,0.1360033994894678
881,0.16192205404708251
882,0.15285114642177067
883,0.22499944440884856
884,0.15324912564216622
885,0.22499944440884856
886,0.16317873434508562
887,0.17821327124677944
888,0.1529450348873783
889,0.14870188494806175
890,0.16317873434508562
891,0.17785764742976237
892,0.17821327124677944
893,0.16516381655440213
894,0.224811944317746
895,0.16973613094034995
896,0.21771342854979583
897,0.1976200674932161
898,0.2017315460261934
899,0.15186426158972205
900,0.17950788372378693
901,0.19471110312913792
902,0.15925480300342407
903,0.18030300430885343
904,0.1485697737695079
905,0.1741267729002267
906,0.22538974121170446
907,0.17820807567044836
908,0.14989295847155146
909,0.16454066856167401
910,0.18206342863474942
911,0.1829786514154136
912,0.14932959359027564
913,0.1499470323917916
914,0.1618792644252235
915,0.1755880063818674
916,0.17132937673977086
917,0.14883526330738586
918,0.18315234180912934
919,0.16904625659137626
920,0.18614324139662447
921,0.14241654223971398
922,0.15699156207379117
923,0.16721029577927557
924,0.14313399085053283
925,0.1882938410592695
926,0.1420852457360125
927,0.15075771020772133
928,0.1581402069046739
929,0.14718773329457976
930,0.18853589045535746
931,0.14832882236932626
932,0.16568871084467576
933,0.16609184477500993
934,0.14131613598456744
935,0.1871186828966523
936,0.16171034480367924
937,0.15454189533172855
938,0.15202127768917895
939,0.1449783900265497
940,0.19811261642022623
941,0.1810557568831828
942,0.15506203327257134
943,0.14707055845862305
944,0.15969346155732048
945,0.20009286793910402
946,0.15184731771926555
947,0.16622267819687664
948,0.15374785080842882
949,0.14466834519702768
950,0.19811261642022623
951,0.17199238092379224
952,0.17332927908466314
953,0.1735019716258727
954,0.12994625299591242
955,0.17622579434864152
956,0.18266289656261234
957,0.15777389280462828
958,0.1549431528515238
959,0.1549431528515238
960,0.15213532043627487
961,0.16801894686233046
962,0.16801894686233046
963,0.19633030874119642
964,0.2603377935680245
965,0.25505980045124094
966,0.2227050738881285
967,0.15978428153321714
968,0.22765600905973174
969,0.1806518133130166
970,0.17213687908496905
971,0.22499944440884856
972,0.22499944440884856
973,0.15338846161482353
974,0.20002274761931904
975,0.16703562443852954
976,0.17940294215905422
977,0.22747266162076218
978,0.13940258723833618
979,0.22499944440884856
980,0.1947156473780396
981,0.19091704690518835
982,0.16900119769275185
983,0.21360149019837887
984,0.22499944440884856
985,0.1965860883231133
986,0.18913768837415526
987,0.16995371153906597
988,0.17579973925207784
989,0.16373984913383294
990,0.2290102541744003
991,0.20002932432310697
992,0.15733849972687308
993,0.20553611270283478
994,0.2268230493766349
995,0.20486222845045385
996,0.1537585571165629
997,0.21615350356965826
998,0.22648868611775383
999,0.20619687586684793
1000,0.14734914544220165
1001,0.2038096852259843
1002,0.20636221449089945
1003,0.21150751459785158
1004,0.209342837601613
1005,0.16102837815939133
1006,0.15987465084187635
1007,0.2316614292670693
1008,0.21383884271011208
1009,0.14511162878468273
1010,0.12920738177785823
1011,0.203854212823399
1012,0.22171320444710496
1013,0.16954583177980817
1014,0.2316614292670693
1015,0.22499944440884856
1016,0.22499944440884856
1017,0.19246250827678613
1018,0.22284794581523976
1019,0.20379926243129648
1020,0.22499944440884856
1021,0.22499944440884856
1022,0.18441944614638378
1023,0.22499944440884856
1024,0.22499944440884856
1025,0.22499944440884856
1026,0.19246250827678613
1027,0.17709814525390133
1028,0.19792280253465824
1029,0.19149411657252194
1030,0.20278319650791857
1031,0.18863798147923944
1032,0.18179942998434848
1033,0.19705338233583747
1034,0.20520350453400155
1035,0.2024006603790604
1036,0.19246590294896326
1037,0.18213759658012518
1038,0.1986357569905708
1039,0.19923831372097628
1040,0.19530456006506713
1041,0.19816535573913074
1042,0.19832742536387038
1043,0.21064995010598273
1044,0.18821603869003978
1045,0.15354116615613533
1046,0.18978944726433006
1047,0.17698962275283495
1048,0.17682698963229818
1049,0.16869923752443472
1050,0.16640257211941423
1051,0.17787916350721827
1052,0.20839676140463734
1053,0.1594368575919012
1054,0.16073118864519273
1055,0.19103295250237556
1056,0.17790701723967578
1057,0.18493185511731752
1058,0.17056594992354474
1059,0.14684464266344788
1060,0.17541164999544623
1061,0.17361353005390157
1062,0.17974617906040669
1063,0.1725681517397457
1064,0.1483049999210979
1065,0.17541164999544623
1066,0.15708675187859267
1067,0.1690351951442703
1068,0.16654333214493416
1069,0.14836270329288337
1070,0.17399536065131535
1071,0.16152900773460052
1072,0.16900790207279245
1073,0.18856184573416074
1074,0.18223953464177478
1075,0.2061460251451263
1076,0.16635684779644966
1077,0.16858986337604404
1078,0.17695991584897888
1079,0.18599207220196662
1080,0.206359065737595
1081,0.17133834691498478
1082,0.1667689187190924
1083,0.18841307898460666
1084,0.18712264293238043
1085,0.20704939526747893
1086,0.1998195342324834
1087,0.21170301564460653
1088,0.2116270648803092
1089,0.14669180095769074
1090,0.16403627490997458
1091,0.1649943179365426
1092,0.1711837873017967
1093,0.21564603682431024
1094,0.1391772252338607
1095,0.1477082938480633
1096,0.16792525223601382
1097,0.16328979339988253
1098,0.21795102917696185
1099,0.15541338033597812
1100,0.16378393116828302
1101,0.16665972976096394
1102,0.16108516324674169
1103,0.2133575206949769
1104,0.16970606576527852
1105,0.16864201165840137
1106,0.16288170977803135
1107,0.1655724584809715
1108,0.18169546107927262
1109,0.17289168481258302
1110,0.1729600762222632
1111,0.17331747197800335
1112,0.17395713160589368
1113,0.1809741538355617
1114,0.16753696222217387
1115,0.1656647395862159
1116,0.16393261073178014
1117,0.1635785343449417
1118,0.18079914012458265
1119,0.16390321974002275
1120,0.1823962998746917
1121,0.15069850039368496
1122,0.14066388252553472
1123,0.15094981487373585
1124,0.18453127030730787
1125,0.18453127030730787
1126,0.15094981487373585
1127,0.15094981487373585
1128,0.1440969099466068
1129,0.1440969099466068
1130,0.15294325478054951
1131,0.17790117680515455
1132,0.15725325768851606
1133,0.16848318394631465
1134,0.16848318394631465
1135,0.1776595470114488
1136,0.15725325768851606
1137,0.15725325768851606
1138,0.17739313463683615
1139,0.16231278019336765
1140,0.16231278019336765
1141,0.1861988811465303
1142,0.16305961008064387
1143,0.16291867547944763
1144,0.19215814929726172
1145,0.1734679262476544
1146,0.1734679262476544
1147,0.19215814929726172
1148,0.19215814929726172
1149,0.1582083714319984
1150,0.1582083714319984
1151,0.17271813683612075
1152,0.16531417826231948
1153,0.16434279789420084
1154,0.16434279789420084
1155,0.16531417826231948
1156,0.16531417826231948
1157,0.1693588879450779
1158,0.1693588879450779
1159,0.1545222320640958
1160,0.1440969099466068
1161,0.18453127030730787
1162,0.17763050856472887
1163,0.1582083714319984
1164,0.1734679262476544
1165,0.1730126382296504
1166,0.1730126382296504
1167,0.1861988811465303
1168,0.1861988811465303
1169,0.1732461368986319
1170,0.1730126382296504
1171,0.1730126382296504
1172,0.16847667860889548
1173,0.15172491550829717
1174,0.15172491550829717
1175,0.16583807543320908
1176,0.1878955326476523
1177,0.1785856204141153
1178,0.1878955326476523
1179,0.16395216015203448
1180,0.16810512457414534
1181,0.1605294114355288
1182,0.18854927011223163
1183,0.16001740048485727
1184,0.1605294114355288
1185,0.1921389732231143
1186,0.1527474663134298
1187,0.19974421586721214
1188,0.17651932837882553
1189,0.21191047430562493
1190,0.1527474663134298
1191,0.17651932837882553
1192,0.18854927011223163
1193,0.1577325092389171
1194,0.16177126769681535
1195,0.18642819936004265
1196,0.17512889850006597
1197,0.1577325092389171
1198,0.18642819936004265
1199,0.21191047430562493
1200,0.15034822018737765
1201,0.1618283646734169
1202,0.15111619633187676
1203,0.1555640734169769
1204,0.15034822018737765
1205,0.15111619633187676
1206,0.17512889850006597
1207,0.15951198844474762
1208,0.15881339103679848
1209,0.15274734720371203
1210,0.14350258087214698
1211,0.15951198844474762
1212,0.15274734720371203
1213,0.1555640734169769
1214,0.16007700751916595
1215,0.22799426044784582
1216,0.17133354199174383
1217,0.1589078925168551
1218,0.16007700751916595
1219,0.17133354199174383
1220,0.14350258087214698
1221,0.16415780606736774
1222,0.20777414084708962
1223,0.17431555672996693
1224,0.16891668944510152
1225,0.16891668944510152
1226,0.16415780606736774
1227,0.17431555672996693
1228,0.17431555672996693
1229,0.1589078925168551
1230,0.14983901635099647
1231,0.14983901635099647
1232,0.21995087247634623
1233,0.15601609709380831
1234,0.16971256191505857
1235,0.16971256191505857
1236,0.14983901635099647
1237,0.15601609709380831
1238,0.15601609709380831
1239,0.16891668944510152
1240,0.1513858145411894
1241,0.1513858145411894
1242,0.14709347169884127
1243,0.15681212268811748
1244,0.14921969021207265
1245,0.14921969021207265
1246,0.1513858145411894
1247,0.15681212268811748
1248,0.15681212268811748
1249,0.16971256191505857
1250,0.1439124620291704
