,pearsonr,f_regression,rfr,rfe,rg,rf
153,-0.07210782539304356,2.602904064340863,-0.043,1027.0,-0.006350122712541501,0.0
154,0.06934313862390062,2.406188583077933,-0.004,2138.0,-0.001935661006890535,7.928736842570011e-08
155,-0.02908813476543166,0.4217243821565355,0.007,3200.0,-0.002816760098001119,3.4979207719274457e-06
156,0.07112905425541019,2.5323645943774737,0.051,5095.0,7.871411975500162e-05,0.0026359788871646505
157,-0.03056181539013655,0.465579093158111,0.086,4455.0,-0.0026176633176877677,0.00023489348213301316
158,-0.12497593679777301,7.9016704908039435,0.13,4704.0,-0.0044397752127447775,3.148762570471839e-06
159,-0.20067768907081923,20.896769351671473,0.188,1804.0,-0.008464688662982688,0.0012757862880830911
160,-0.21229753252242534,23.50432635730162,0.056,5115.0,-0.007441527973521026,0.00024346020228504148
161,-0.17048036540134096,14.906897828440728,0.058,714.0,-0.018677911119296516,0.0
162,0.0719674020487883,2.592723375126742,0.047,6301.0,0.0003818147496765026,0.0
163,-0.029332007065037358,0.4288315383038452,-0.011,3411.0,-0.0025751477924155046,0.0
164,-0.04242673886742454,0.898030509335611,0.115,1967.0,-0.006802326653805445,0.0
165,-0.038810294476003655,0.7512385455059,0.1,2033.0,-0.006718787392552834,3.664851605662095e-05
166,0.09256054379257199,4.303461938401791,-0.022,441.0,0.03564549708266972,0.002210470503458495
167,0.017708404672897315,0.15621561011507545,-0.027,453.0,-0.008707948888670198,0.0
168,0.026481673029420075,0.3494820296161819,0.018,843.0,0.015635829055332576,0.0009234818418827979
169,0.1381744940646905,9.69297107670917,0.002,368.0,0.04460674517639136,7.476031543023502e-06
170,0.0591303749070395,1.747317137651136,0.024,174.0,0.024358392674191563,0.004408719894495016
171,-0.006526457106613683,0.02121303545916374,-0.026,538.0,0.007055833449991802,6.842708019228868e-05
172,-0.005468708996670451,0.014894020921129937,-0.01,2457.0,-0.0013432450275661784,1.4529543395617027e-06
173,0.005468708996670466,0.01489402092113255,-0.011,2693.0,0.0013432450275661818,0.0
174,0.0618394141493302,1.9117189745365375,-0.023,1447.0,-0.004334717781590336,0.0
175,0.13120621062459092,8.723276527305687,-0.032,2082.0,0.0061964955061169485,0.0
176,0.06869030617823572,2.3608818512586147,-0.042,1710.0,-0.003030423729589015,0.0
177,0.023189867310818044,0.26795353041044906,-0.064,4674.0,-0.0006107019787473279,0.0002933622701737777
178,-0.09446252622771181,4.48374732747243,-0.018,176.0,-0.00864008802216601,0.0
179,-0.025995964982808515,0.33677110391303366,-0.074,255.0,0.008682592024025446,2.095374192453426e-05
180,-0.13865070673155505,9.761210900332895,-0.02,4814.0,0.001065495297048599,0.00046980590841411206
181,0.054650686074716945,1.491830997134102,0.012,551.0,-0.010210766369120317,0.0
182,0.06916877636332772,2.3940450492618,-0.044,1340.0,-0.00309354461285578,0.0
183,0.021546618137172808,0.23130724902069014,-0.056,5780.0,0.0006112794258478684,0.0014642836740600626
184,-0.06090811552020195,1.8543589692283466,-0.037,656.0,-0.009604058683956614,1.6267225358896416e-05
185,0.13120621062459092,8.723276527305687,-0.073,163.0,0.0061964955061169485,0.00017332587122084812
186,0.0706773096474078,2.5001393868237947,-0.053,334.0,0.02243031709271929,0.00017014171091282883
187,0.01711142930216448,0.14585761161236793,-0.043,220.0,0.017324442628481377,5.625985347069559e-05
188,-0.019562770239301152,0.1906585511638799,-0.04,5049.0,-0.003487118897632267,2.782845850837829e-05
189,-0.01232866507830663,0.07570550627410998,-0.004,897.0,0.009315061669358088,1.8704711593878215e-06
190,-0.008603311298215165,0.036863177216915496,-0.067,4060.0,-0.002371409927707284,0.00041294582653994566
191,-0.08860381615809693,3.9405526921753866,-0.033,459.0,-0.0161122961787867,0.00047698874291175405
192,0.0008417872840236466,0.0003528859541662706,-0.08,5262.0,-0.003028276158613872,0.0013585739412565767
193,0.05689724374246383,1.6174096142871899,0.093,4930.0,0.0009436865657983032,0.00017971567969524531
194,-0.04106231433078867,0.8411027966972251,-0.032,5530.0,0.003566618016972789,0.0
195,-0.0725443808466855,2.634683738194656,-0.054,1271.0,0.0021556674565273055,9.684351426899531e-08
196,0.13120621062459092,8.723276527305687,0.021,162.0,0.0061964955061169485,0.0
197,0.12644014795863512,8.09093191257685,-0.031,2662.0,0.00367731759081788,4.6865629529763936e-05
198,0.13120621062459092,8.723276527305687,-0.019,159.0,0.0061964955061169485,1.2700019632044792e-06
199,0.12644014795863512,8.09093191257685,-0.044,2594.0,0.00367731759081788,0.0002757296257239055
200,0.13120621062459092,8.723276527305687,-0.068,1388.0,0.0061964955061169485,0.0
201,0.12644014795863512,8.09093191257685,-0.044,3078.0,0.00367731759081788,0.0
202,0.13120621062459092,8.723276527305687,-0.015,157.0,0.0061964955061169485,8.771360329773942e-05
203,0.12644014795863512,8.09093191257685,-0.042,2867.0,0.00367731759081788,0.0002522328888110882
204,0.13120621062459092,8.723276527305687,0.005,1741.0,0.0061964955061169485,0.0005651495461190068
205,0.13120621062459092,8.723276527305687,-0.051,740.0,0.0061964955061169485,0.0
206,0.13120621062459092,8.723276527305687,-0.052,1193.0,0.0061964955061169485,0.0005356002787797337
207,0.06940131685778293,2.4102473647806284,-0.012,187.0,0.017236693008082653,0.0
208,0.13120621062459092,8.723276527305687,0.019,156.0,0.0061964955061169485,0.00216346013913627
209,0.06653096358692087,2.214132386886116,-0.077,957.0,-0.0035900572462011053,0.00027447719999992533
210,-0.07676696058223811,2.9521945593456604,-0.062,1150.0,0.005773108600157254,0.0010453151259374167
211,0.06572550321322464,2.160614716477349,-0.083,1779.0,-0.0033989240359196884,6.281181752079793e-05
212,-0.07549122350297872,2.8543311821720194,-0.079,1557.0,0.005677559742930254,0.0001285553717150467
213,0.05190741988930888,1.3454264497433637,-0.065,862.0,-0.006000649842858967,5.1347043035976175e-06
214,-0.07537549571786757,2.845536564051915,-0.092,1009.0,0.0059095738260725355,0.0
215,-0.08223594757009223,3.390781042361641,-0.1,4071.0,0.0002902579486498587,1.408904911956658e-05
216,-0.0740815068492832,2.7481406766770657,-0.079,702.0,0.006795099457903519,0.0002987547054085412
217,-0.07196491901135109,2.592543537251583,-0.049,1839.0,0.0028651849611533477,4.243994765899209e-05
218,-0.08189752773000442,3.362742718987717,-0.082,221.0,0.007734876346769715,0.0
219,-0.07074072429758681,2.5046504340455527,-0.04,1597.0,0.0029087818263128125,0.0
220,-0.07557987776992103,2.861077711503231,-0.07,644.0,0.010467301208322082,0.0
221,0.13120621062459092,8.723276527305687,-0.011,1880.0,0.0061964955061169485,0.0006381183555995595
222,0.13120621062459092,8.723276527305687,0.024,151.0,0.0061964955061169485,5.668542722521453e-06
223,-0.019187166838911796,0.18340491094535036,-0.097,434.0,0.012501656868054066,0.0
224,-0.023731278134378,0.2806184707255018,-0.041,2395.0,-0.0025837444251063085,0.0
225,0.08235340300399102,3.400540072163977,-0.062,3523.0,0.003434527126876032,0.00013902139343800662
226,0.12644014795863512,8.09093191257685,-0.01,3245.0,0.00367731759081788,3.8185061193116046e-07
227,0.07123799319992681,2.540167105516708,-0.075,786.0,0.01758875473321826,0.0006576254549154365
228,0.02117557026592738,0.2234057546988547,-0.069,6332.0,-0.0025686682533417535,0.00047839572787868533
229,0.11051847569850008,6.157953364307339,-0.038,1415.0,0.008738618846733139,0.0
230,0.012289560298019244,0.0752259411962565,0.035,5109.0,0.0010590715572308708,0.0009322571403265492
231,0.12695782449207813,8.158407594498806,0.011,349.0,0.0326617324342959,7.118810035912181e-09
232,-0.00013202486456931394,8.680421453828642e-06,-0.045,5054.0,0.00041034134231691596,0.0
233,0.02946960528548106,0.43286782994182116,-0.074,2057.0,-0.00026661805914368793,0.0
234,-0.01049127470248446,0.05481932254159426,-0.036,3370.0,-0.000897717300230437,0.0
235,0.00948132107541399,0.04477195856420845,-0.02,2626.0,-0.006467401219851933,0.0
236,0.0417683364208722,0.8703261415302084,-0.032,4908.0,0.0024766220036648197,0.0003537442894039086
237,0.005683123316799444,0.016084869043050516,-0.038,4474.0,0.0014297579446677297,0.00016132592235844765
238,-0.08594700687439992,3.7060463687670055,-0.032,271.0,-0.009444327791488863,5.991959633278419e-05
239,-0.033035878285397835,0.5440956978515493,-0.081,773.0,-0.011231296864152404,0.0
240,0.06020113883035263,1.8114050567581346,-0.023,563.0,0.023732893194775534,0.0
241,0.022540798623856283,0.25315625164840533,-0.028,1026.0,-0.005076077273872942,0.0
242,0.012278244788459264,0.07508745678420024,-0.026,2701.0,-0.0026577871151139028,0.0
243,-0.03160100227563544,0.49781155195981247,-0.026,4096.0,-0.0014770514066820457,2.2118751439178958e-05
244,-0.01547561029032176,0.11929683883965889,-0.053,942.0,0.008726113434019314,0.0
245,-0.04331308520871544,0.9360156155992271,-0.027,865.0,-0.016940975636641806,0.000340291872531935
246,-0.010121763937866997,0.05102537995206676,-0.005,275.0,-0.013605426920528393,0.0
247,-0.024606785327187294,0.30171864309397495,-0.023,445.0,-0.016227796142962728,0.0
248,-0.015356870919545774,0.11747277926576961,-0.064,331.0,-0.0316671509453664,0.00011609224103646366
249,0.014224545569896411,0.10078456545853134,-0.055,1453.0,-0.008845584937658059,0.0
250,0.08327481133002942,3.477593761919772,-0.044,548.0,0.020741646957764575,0.0002203702393013608
251,0.13120621062459092,8.723276527305687,-0.059,152.0,0.0061964955061169485,0.0
252,-0.0071066672770985695,0.025152620780180837,0.002,2063.0,-0.0021525242896964364,0.0
253,-0.06493508797631352,2.1087413402458473,-0.033,191.0,-0.025061990803009283,0.0
254,0.022311861434493176,0.24803741979481467,0.082,5146.0,-0.004106922601568697,4.827422945863007e-06
255,0.03791546828553866,0.7169468726314634,0.065,5563.0,-0.0018934016211565102,0.0
256,0.023651842674226705,0.2787419425552602,0.091,5472.0,-0.004074260346324004,0.0
257,0.022379884174003595,0.2495528802494965,0.037,5477.0,-0.004106701367540971,0.0001057646796542815
258,0.022379884174003595,0.2495528802494965,0.022,5636.0,-0.004106701367540971,0.0001235070294870325
259,0.022379884174003595,0.2495528802494965,0.065,5580.0,-0.004106701367540971,0.0
260,0.022379884174003595,0.2495528802494965,0.074,5532.0,-0.004106701367540971,1.150776927886738e-05
261,0.03791546828553866,0.7169468726314634,0.118,5891.0,-0.0018934016211565102,0.0004957655675277024
262,0.022311861434493176,0.24803741979481467,0.108,5586.0,-0.004106922601568697,0.0
263,0.03791546828553866,0.7169468726314634,0.079,5672.0,-0.0018934016211565102,9.122569893155194e-07
264,0.027916410467938253,0.38840703044747976,-0.021,4145.0,0.003088072866406111,0.0
265,0.03791546828553866,0.7169468726314634,0.007,5946.0,-0.0018934016211565102,0.0
266,0.03791546828553866,0.7169468726314634,0.072,5670.0,-0.0018934016211565102,0.0005635934147902975
267,0.027916410467938253,0.38840703044747976,-0.051,3787.0,0.003088072866406111,0.0
268,0.019417550056243918,0.18783736502794882,0.029,1346.0,-0.004217793129188845,1.5573996133542655e-05
269,0.04718885781281763,1.1114154611830813,0.062,2369.0,-0.0037920948458153685,0.0004636056452845067
270,0.0496969527087087,1.2329992256410822,0.085,2096.0,-0.003788615634905146,9.495370892994737e-09
271,0.048987448800869235,1.197960359227871,0.054,2257.0,-0.0034293651727703364,0.0007187944369152807
272,-0.0241936139151098,0.2916655360947189,0.068,5091.0,-0.0015646949649409866,0.0
273,0.03645840092145459,0.6628301126059132,-0.014,545.0,-0.0055105546097432324,4.438927404133845e-05
274,-0.016024566409839684,0.127912637122069,0.062,3289.0,-0.0024117580226618654,6.7597933724999495e-06
275,0.045464425779143745,1.0315051132126571,0.028,150.0,-0.006761794049402563,0.0
276,0.045464425779143745,1.0315051132126571,0.031,149.0,-0.006761794049402563,0.0
277,0.04711966468052321,1.1081512612249034,0.034,1600.0,-0.004371540961695026,0.0
278,0.04711966468052321,1.1081512612249034,-0.004,1248.0,-0.004371540961695026,3.48828552962019e-06
279,-0.037346482627714526,0.6955605026046393,-0.051,147.0,-0.01754035960326733,0.00025989491270695156
280,-0.037346482627714526,0.6955605026046393,-0.015,146.0,-0.01754035960326733,0.00012132443218654525
281,-0.01673472252063187,0.1395044353935501,-0.025,4121.0,-0.0019409341470684495,0.0
282,-0.01925705454709853,0.18474391596831666,0.061,4664.0,-0.002046991892085792,0.00011727744916774051
283,-0.01925705454709853,0.18474391596831666,0.043,4652.0,-0.002046991892085792,0.0
284,0.04868133190260896,1.1829998520694907,-0.002,795.0,-0.005703006097435264,0.0
285,0.04868133190260896,1.1829998520694907,-0.039,797.0,-0.005703006097435264,1.1921123849034731e-05
286,0.05002704944674578,1.2494744937288027,0.02,145.0,-0.005117904628971813,1.4800693575014387e-05
287,0.05002704944674578,1.2494744937288027,0.092,144.0,-0.005117904628971813,0.0002686329702791629
288,-0.015921089576960125,0.1262655904120632,-0.012,4471.0,-0.002040698129290773,0.0
289,0.0008308674412266252,0.0003437899083677132,-0.001,536.0,-0.008908383094132118,0.0
290,-0.0010727613853263663,0.0005731075204857471,-0.028,684.0,-0.009104193943155557,0.0
291,-0.06714582068040431,2.2554322493600916,-0.053,816.0,-0.0043488978724189435,0.0
292,-0.05275000225955423,1.3895828451615393,-0.063,490.0,-0.018558490106785057,0.0005399262394660844
293,-0.015672216766392806,0.12234800334782849,-0.05,6668.0,-0.00028476060534901593,0.0
