院校名称,院校所在地,院校隶属,院校类型,学历层次,院校特性,研究生院,学信链接,学校链接,isurl,
华中农业大学,湖北,教育部,农业,本科,-211,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-393.dhtml,http://www.hzau.edu.cn,1,
湖北中医药大学,湖北,湖北省教育厅,医药,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-394.dhtml,http://www.hbtcm.edu.cn/,1,
华中师范大学,湖北,教育部,师范,本科/高职(专科),-211,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-395.dhtml,http://www.ccnu.edu.cn,1,
湖北大学,湖北,湖北省教育厅,综合,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-396.dhtml,http://www.hubu.edu.cn,1,
湖北师范大学,湖北,湖北省教育厅,师范,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-397.dhtml,http://www.hbnu.edu.cn,1,
黄冈师范学院,湖北,湖北省教育厅,师范,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-398.dhtml,http://www.hgnc.net,1,
湖北民族学院,湖北,湖北省教育厅,民族,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-399.dhtml,http://zsxx.hbmy.edu.cn,1,
汉江师范学院,湖北,湖北省教育厅,师范,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-400.dhtml,http://www.hjnu.edu.cn,1,
湖北文理学院,湖北,湖北省教育厅,综合,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-401.dhtml,http://www.hbuas.edu.cn,1,
中南财经政法大学,湖北,教育部,财经,本科,-211,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-402.dhtml,http://www.znufe.edu.cn,1,
福州黎明职业技术学院,福建,福建省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-2004.dhtml,http://www.fzlmxy.cn,1,
泉州信息工程学院,福建,福建省教育厅,工科,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-2005.dhtml,http://www.qziedu.cn,1,
厦门演艺职业学院,福建,福建省教育厅,艺术,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-2006.dhtml,http://www.xmyanyi.com,1,
厦门华天涉外职业技术学院,福建,福建省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-2007.dhtml,http://www.xmht.com,1,
泉州经贸职业技术学院,福建,福建省教育厅,财经,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-2009.dhtml,http://www.qzjmc.edu..cn,1,
福建对外经济贸易职业技术学院,福建,福建省教育厅,财经,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-2010.dhtml,http://www.fibec.cn,1,
湄洲湾职业技术学院,福建,福建省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-2011.dhtml,http://www.fjmzw.com,1,
福州理工学院,福建,福建省教育厅,财经,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-2012.dhtml,http://www.fit.edu.cn/,1,
福建生物工程职业技术学院,福建,福建省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1101986.dhtml,http://www.fjvcb.cn,1,
福建艺术职业学院,福建,福建省教育厅,艺术,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-5453648.dhtml,http://www.fjyszyxy.com,1,
福建幼儿师范高等专科学校,福建,福建省教育厅,师范,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-617734600.dhtml,http://www.fj61.net,1,
厦门城市职业学院,福建,福建省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-5571559.dhtml,http://www.xmcu.cn,1,
泉州工艺美术职业学院,福建,福建省教育厅,艺术,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1130450.dhtml,http://www.dhcc.cc,1,
三明医学科技职业学院,福建,福建省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-489562.dhtml,http://www.smvtc.com,1,
宁德职业技术学院,福建,福建省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1132544.dhtml,http://www.ndzy.cn,1,
福州软件职业技术学院,福建,福建省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-5284073.dhtml,http://www.fzrjxy.com,1,
厦门兴才职业技术学院,福建,福建省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-592619.dhtml,http://www.xmxc.com,1,
福建农林大学金山学院,福建,福建省教育厅,农业,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-6148344.dhtml,http://jsxy.fafu.edu.cn,1,
厦门软件职业技术学院,福建,福建省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1245252.dhtml,http://www.xmist.edu.cn,1,
福建体育职业技术学院,福建,福建省教育厅,体育,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-5559541.dhtml,http://www.fjipe.cn,1,
漳州城市职业学院,福建,福建省教育厅,师范,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-5296184.dhtml,http://www.zcvc.cn,1,
厦门南洋职业学院,福建,福建省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1232427.dhtml,http://www.ny2000.com,1,
厦门东海职业技术学院,福建,福建省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-5223447.dhtml,http://www.xmdh.com,1,
漳州科技职业学院,福建,福建省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-6422579.dhtml,http://www.tftc.edu.cn,1,
漳州理工职业学院,福建,福建省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-18723264.dhtml,http://www.zzlg.org,1,
武夷山职业学院,福建,福建省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-49598002.dhtml,http://www.wyszyxy.com,1,
漳州卫生职业学院,福建,福建省教育厅,医药,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-5445522.dhtml,http://www.zzwzy.com,1,
泉州海洋职业学院,福建,福建省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-18589746.dhtml,http://www.qzoiedu.com,1,
泉州轻工职业学院,福建,福建省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-49446838.dhtml,http://www.qzqgxy.com,1,
厦门安防科技职业学院,福建,福建省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-18473697.dhtml,http://www.xmafkj.com,1,
泉州幼儿师范高等专科学校,福建,福建省教育厅,师范,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-353705099.dhtml,http://www.qzygz.net,1,
闽江师范高等专科学校,福建,福建省教育厅,师范,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-18739820.dhtml,http://www.fzjyxy.com,1,
泉州工程职业技术学院,福建,福建省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-996603539.dhtml,http://www.qzgcxy.com,1,
福州墨尔本理工职业学院,福建,福建省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1814364262.dhtml,http://www.fmp.edu.cn/,1,
福建教育学院,福建,福建省教育厅,师范,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-6677426.dhtml,http://www.fjjyxy.com,1,
南昌大学,江西,江西省教育厅,综合,本科/高职(专科),-211,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-314.dhtml,http://zjc.ncu.edu.cn,1,
华东交通大学,江西,江西省教育厅,工科,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-315.dhtml,http://www.ecjtu.edu.cn,1,
东华理工大学,江西,江西省教育厅,工科,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-316.dhtml,http://www.ecit.edu.cn,1,
南昌航空大学,江西,江西省教育厅,工科,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-317.dhtml,http://www.nchu.edu.cn/,1,
江西理工大学,江西,江西省教育厅,工科,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-318.dhtml,http://www.jxust.cn,1,
山东电力高等专科学校,山东,山东省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-928.dhtml,http://www.sepc.edu.cn,1,
日照职业技术学院,山东,山东省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-970.dhtml,http://www.gotorzu.cn,1,
曲阜远东职业技术学院,山东,山东省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-977.dhtml,http://www.fareast-edu.net,1,
青岛职业技术学院,山东,山东省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1015.dhtml,http://www.qtc.edu.cn,1,
威海职业学院,山东,山东省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1017.dhtml,http://www.weihaicollege.com,1,
山东职业学院,山东,山东省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1019.dhtml,http://www.jnrp.edu.cn,1,
山东劳动职业技术学院,山东,山东省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1020.dhtml,http://www.sdlvtc.cn,1,
莱芜职业技术学院,山东,山东省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1021.dhtml,http://www.lwvc.edu.cn,1,
山东女子学院,山东,山东省教育厅,综合,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-6278817.dhtml,http://zsxx.sdwu.edu.cn,1,
烟台南山学院,山东,山东省教育厅,工科,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1023.dhtml,http://www.nanshan.edu.cn,1,
济宁职业技术学院,山东,山东省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1025.dhtml,http://zs.jnzyjsxy.cn/,1,
潍坊职业学院,山东,山东省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1043.dhtml,http://www.sdwfvc.cn,1,
烟台职业学院,山东,山东省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1047.dhtml,http://www.ytvc.com.cn,1,
东营职业学院,山东,山东省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1060.dhtml,http://www.dyxy.net,1,
聊城职业技术学院,山东,山东省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1061.dhtml,http://www.lctvu.sd.cn,1,
滨州职业学院,山东,山东省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1299.dhtml,http://www.bzpt.edu.cn,1,
山东科技职业学院,山东,山东省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1300.dhtml,http://www.sdvcst.edu.cn/,1,
山东服装职业学院,山东,山东省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1322.dhtml,http://www.sdfzxy.com,1,
德州科技职业学院,山东,山东省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1323.dhtml,http://www.sddzkj.com,1,
潍坊科技学院,山东,山东省教育厅,综合,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1324.dhtml,http://www.wfkjxy.com.cn,1,
景德镇陶瓷大学,江西,江西省教育厅,工科,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-319.dhtml,http://www.jci.edu.cn,1,
江西农业大学,江西,江西省教育厅,农业,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-320.dhtml,http://zs.jxau.edu.cn/,1,
江西中医药大学,江西,江西省教育厅,医药,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-322.dhtml,http://www.jxutcm.edu.cn,1,
赣南医学院,江西,江西省教育厅,医药,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-323.dhtml,http://zs.gmu.cn,1,
江西师范大学,江西,江西省教育厅,师范,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-324.dhtml,http://www.jxnu.edu.cn,1,
上饶师范学院,江西,江西省教育厅,师范,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-325.dhtml,http://www.sru.jx.cn,1,
宜春学院,江西,江西省教育厅,综合,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-326.dhtml,http://www.ycu.jx.cn,1,
赣南师范大学,江西,江西省教育厅,师范,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-327.dhtml,http://www.gnnu.cn,1,
井冈山大学,江西,江西省教育厅,综合,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-328.dhtml,http://www.jgsu.edu.cn,1,
江西财经大学,江西,江西省教育厅,财经,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-329.dhtml,http://www.jxufe.cn/,1,
江西工业职业技术学院,江西,江西省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-626.dhtml,http://www.jxgzy.cn,1,
江西科技学院,江西,江西省教育厅,综合,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-631.dhtml,http://www.jxut.edu.cn,1,
江西医学高等专科学校,江西,江西省教育厅,医药,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-660.dhtml,http://www.jxyxgz.cn,1,
景德镇学院,江西,江西省教育厅,综合,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-661.dhtml,http://www.jdzu.jx.cn/,1,
萍乡学院,江西,江西省教育厅,综合,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-662.dhtml,http://www.pxc.jx.cn,1,
江西科技师范大学,江西,江西省教育厅,师范,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-768.dhtml,http://www.jxstnu.edu.cn,1,
南昌工程学院,江西,江西省教育厅,工科,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-769.dhtml,http://www.nit.edu.cn,1,
江西警察学院,江西,江西省教育厅,政法,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-829.dhtml,http://www.jxga.com,1,
九江职业大学,江西,江西省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-830.dhtml,http://www.jjvu.jx.cn,1,
新余学院,江西,江西省教育厅,综合,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-831.dhtml,http://zb.xyc.edu.cn/stu/,1,
福建卫生职业技术学院,福建,福建省教育厅,医药,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-6409768.dhtml,http://www.fjwzy.cn/,1,
泉州医学高等专科学校,福建,福建省教育厅,医药,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1143.dhtml,http://www.qzygz.com,1,
福州英华职业学院,福建,福建省教育厅,语言,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1191.dhtml,http://www.fzacc.com.cn,1,
厦门华厦学院,福建,福建省教育厅,综合,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1192.dhtml,http://www.hxxy.edu.cn,1,
闽南理工学院,福建,福建省教育厅,工科,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1193.dhtml,http://www.mnust.cn,1,
泉州纺织服装职业学院,福建,福建省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1194.dhtml,http://www.qzfzfz.com,1,
泉州华光职业学院,福建,福建省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1400.dhtml,http://www.hgu.cn,1,
泉州理工职业学院,福建,福建省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1401.dhtml,http://www.qzit.edu.cn,1,
福建师范大学闽南科技学院,福建,福建省教育厅,工科,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1464.dhtml,http://www.mnkjxy.com,1,
福建农林大学东方学院,福建,福建省教育厅,工科,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1465.dhtml,http://www.fafuoc.com,1,
厦门工学院,福建,福建省教育厅,工科,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1544.dhtml,http://www.xit.edu.cn,1,
阳光学院,福建,福建省教育厅,工科,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1763.dhtml,http://ygxy.fzu.edu.cn,1,
福州大学至诚学院,福建,福建省教育厅,综合,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-5494712.dhtml,http://www.fdzcxy.com,1,
集美大学诚毅学院,福建,福建省教育厅,综合,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1766.dhtml,http://chengyi.jmu.edu.cn/,1,
福建师范大学协和学院,福建,福建省教育厅,综合,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1767.dhtml,http://cuc.fjnu.edu.cn,1,
福建警官职业学院,福建,福建省教育厅,政法,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1972.dhtml,http://www.fjjgxy.com,1,
福州外语外贸学院,福建,福建省教育厅,财经,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-2001.dhtml,http://www.fzfu.com,1,
福建江夏学院,福建,福建省教育厅,财经,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-2002.dhtml,http://zsjy.fjjxu.edu.cn/,1,
闽北职业技术学院,福建,福建省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-2003.dhtml,http://www.mbu.cn,1,
安徽涉外经济职业学院,安徽,安徽省教育厅,财经,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-6250325.dhtml,http://www.ahaec-edu.cn,1,
安徽绿海商务职业学院,安徽,安徽省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-5221110.dhtml,http://www.lhub.cn,1,
合肥共达职业技术学院,安徽,安徽省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-5445644.dhtml,http://gdxy.hfut.edu.cn,1,
蚌埠经济技术职业学院,安徽,安徽省教育厅,财经,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-5203635.dhtml,http://www.bjy.ah.cn,1,
民办安徽旅游职业学院,安徽,安徽省教育厅,财经,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-6252492.dhtml,http://www.ahlyedu.cn,1,
徽商职业学院,安徽,安徽省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-6249112.dhtml,http://www.huishangedu.cn,1,
马鞍山职业技术学院,安徽,安徽省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-6654302.dhtml,http://www.mastc.edu.cn,1,
河海大学文天学院,安徽,安徽省教育厅,综合,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-7211813.dhtml,http://www.hhuwtian.edu.cn,1,
安徽现代信息工程职业学院,安徽,安徽省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-17890657.dhtml,http://www.ahmodern.cn/,1,
安徽矿业职业技术学院,安徽,安徽省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-18568500.dhtml,http://www.anhky.com,1,
合肥信息技术职业学院,安徽,安徽省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-18552175.dhtml,http://www.hfitu.cn,1,
桐城师范高等专科学校,安徽,安徽省教育厅,师范,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-48342549.dhtml,http://www.tcsfgz.com,1,
黄山职业技术学院,安徽,安徽省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-57290943.dhtml,http://www.hszyxy.com,1,
安徽汽车职业技术学院,安徽,安徽省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-57292206.dhtml,http://www.jacedu.cn,1,
皖西卫生职业学院,安徽,安徽省教育厅,医药,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-52995333.dhtml,http://www.wxwsxy.cn,1,
合肥幼儿师范高等专科学校,安徽,安徽省教育厅,师范,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-181309060.dhtml,http://www.hfpec.edu.cn,1,
安徽长江职业学院,安徽,安徽省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-174840030.dhtml,http://www.ahcjxy.com,1,
安徽扬子职业技术学院,安徽,安徽省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-181270318.dhtml,http://www.yangzixueyuan.com,1,
安徽黄梅戏艺术职业学院,安徽,安徽省教育厅,艺术,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-343967415.dhtml,http://www.ahmxx.cn/,1,
安徽粮食工程职业学院,安徽,安徽省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-354934066.dhtml,http://www.ahlsxy.cn,1,
滨州学院,山东,山东省教育厅,师范,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-352.dhtml,http://www.bzu.edu.cn,1,
鲁东大学,山东,山东省教育厅,综合,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-353.dhtml,http://www.ldu.edu.cn,1,
临沂大学,山东,山东省教育厅,综合,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-354.dhtml,http://www.lyu.edu.cn,1,
泰山学院,山东,山东省教育厅,综合,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-355.dhtml,http://www.tsu.edu.cn,1,
济宁学院,山东,山东省教育厅,师范,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-356.dhtml,http://www.jnxy.edu.cn,1,
菏泽学院,山东,山东省教育厅,综合,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-357.dhtml,http://www.hezeu.edu.cn,1,
山东财经大学,山东,山东省教育厅,财经,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-358.dhtml,http://www.sdufe.edu.cn/,1,
山东体育学院,山东,山东省教育厅,体育,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-359.dhtml,http://www.sdpei.edu.cn,1,
山东艺术学院,山东,山东省教育厅,艺术,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-360.dhtml,http://www.sdca.edu.cn,1,
齐鲁医药学院,山东,山东省教育厅,医药,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-612.dhtml,http://www.qlmu.edu.cn,1,
山东商业职业技术学院,山东,山东省教育厅,财经,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-619.dhtml,http://www.sict.edu.cn,1,
青岛滨海学院,山东,山东省教育厅,综合,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-651.dhtml,http://www.binhaicollege.com,1,
枣庄学院,山东,山东省教育厅,综合,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-663.dhtml,http://www.uzz.edu.cn,1,
山东工艺美术学院,山东,山东省教育厅,艺术,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-664.dhtml,http://www.sdada.edu.cn,1,
青岛大学,山东,山东省教育厅,综合,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-709.dhtml,http://www.qdu.edu.cn,1,
烟台大学,山东,山东省教育厅,综合,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-710.dhtml,http://www.ytu.edu.cn,1,
潍坊学院,山东,山东省教育厅,综合,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-711.dhtml,http://www.wfu.edu.cn/,1,
山东警察学院,山东,山东省教育厅,政法,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-772.dhtml,http://www.sdpc.edu.cn,1,
山东交通学院,山东,山东省教育厅,工科,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-833.dhtml,http://www.sdjtu.edu.cn,1,
山东工商学院,山东,山东省教育厅,工科,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-889.dhtml,http://www.sdibt.edu.cn,1,
九江职业技术学院,江西,江西省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-904.dhtml,http://www.jvtc.jx.cn,1,
九江学院,江西,江西省教育厅,综合,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-939.dhtml,http://www.jju.edu.cn,1,
江西工程学院,江西,江西省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1248.dhtml,http://www.jxce.edu.cn/,1,
南昌理工学院,江西,江西省教育厅,综合,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-222248.dhtml,http://zsb.nut.edu.cn,1,
江西司法警官职业学院,江西,江西省教育厅,政法,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1402.dhtml,http://www.jxsfjy.cn,1,
江西陶瓷工艺美术职业技术学院,江西,江西省教育厅,艺术,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1403.dhtml,http://www.jxgymy.com,1,
江西旅游商贸职业学院,江西,江西省教育厅,财经,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1405.dhtml,http://www.jxlsxy.com,1,
江西电力职业技术学院,江西,江西省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1406.dhtml,http://www.dlzy.jx.sgcc.com.cn,1,
