,1,2,3,4,5,6,7,8
0,2.846187304,-132607.3619999999,-201888.19099999967,-78782.25799999949,-1107.4099999999198,-143584.62200000012,-340.2539999997067,-84178.27599999982
1,2.846187304,-148165.3159999996,-109582.98599999993,-102982.40799999947,864.5990000002434,-64782.54999999989,163.87600000022928,-114513.58699999981
2,2.846187304,15651.886000000115,134577.34499999986,-7716.3029999995915,72.19100000011025,-6466.6709999996465,-232.4959999997489,-2047.4100000003048
3,2.846187304,141712.02599999998,176538.22200000047,-4885.156999999917,-1750.8739999998468,-71872.78000000009,-291.59799999955993,-2789.155000000321
4,2.846187304,46126.18300000016,188678.4020000003,1306.1310000002102,1119.152999999873,-20255.23099999971,587.5590000004038,336.7910000000585
5,2.846187304,57658.83600000032,11359.599000000386,-5192.32799999969,1139.457000000288,-6150.52299999963,-377.25599999971496,-1413.2839999998482
6,2.846187304,29122.93300000002,-45539.7009999996,189.91900000031592,-1490.8799999999721,16604.608000000186,-1892.222999999582,3498.3620000001993
7,2.846187304,-10282.827000000161,23031.062999999907,-8460.406999999837,-755.6520000000511,19465.634000000344,988.5800000000166,-7678.021999999895
8,2.846187304,-99968.24099999957,-257075.12099999975,-7977.78700000018,757.2690000001714,-37566.65899999989,-999.4109999995615,-9270.230999999907
9,2.846187304,-96182.14899999966,-43224.41699999979,-18639.71399999986,-609.8969999999149,-39370.64700000015,-66.62400000001512,-12159.552999999602
10,2.846187304,-156005.6129999996,-111668.0969999999,-10929.39799999959,-75.56700000010963,-56857.80299999976,-1235.7239999998271,-4966.859000000046
11,2.846187304,25090.286000000182,164315.11600000004,-852.9040000002652,-612.9929999998396,6848.482000000544,-872.1289999997772,4108.043000000006
12,2.846187304,120555.62200000037,43406.656000000155,6260.672999999883,1226.3059999999548,-8525.42699999992,1700.8660000001896,11649.24299999992
13,2.846187304,50656.287000000244,42536.46100000008,-2526.558999999651,-475.0009999998639,-9670.308999999655,534.0410000003181,2527.9970000005037
14,2.846187304,210059.7470000003,-3000.570000000202,-7428.62699999991,-2050.673999999919,-10516.88099999959,-1094.591999999839,-1820.9140000000623
15,2.846187304,32779.16400000036,154711.061,-12611.018999999946,107.5640000003375,73414.74100000011,2244.712000000426,-6034.093999999879
16,2.846187304,44527.739000000285,89462.34200000047,6392.280000000028,-244.12699999976084,44527.739000000285,-1409.5259999997722,6728.314999999707
17,2.846187304,85900.91300000013,67996.39999999973,-9177.20200000005,-613.7879999994489,-138126.89099999974,-882.2400000001451,-5982.9779999995835
18,2.846187304,-1452.2650000001747,287863.82500000007,-8067.192999999584,536.094000000098,-150192.34299999962,234.6480000001705,-9954.004999999988
19,2.846187304,-28920.965999999826,276414.18299999996,-4844.445000000253,-1215.3609999998594,299575.4220000002,279.7829999998669,5925.125000000086
20,2.846187304,93933.54200000026,19703.539000000437,-17035.900999999853,830.2160000002168,-27581.969999999958,294.4270000004856,-11461.7779999997
21,2.846187304,-1452.2650000001747,310884.1920000005,1137.2390000001787,1129.8290000003597,-1452.2650000001747,-1413.3919999999023,7380.5349999998
22,2.846187304,-86783.30899999986,134336.43600000034,-3543.0179999997868,-615.452999999544,136725.18600000005,-1384.2659999996342,3522.8760000003413
23,2.846187304,-70590.6719999998,156475.20500000002,-23917.173999999708,-1051.4299999999644,-89795.3359999999,219.17100000035106,-24725.480999999938
24,2.846187304,-54231.515000000116,324529.0060000001,608.5979999999047,783.2420000002394,-54231.515000000116,-300.5329999994366,7964.257000000252
25,2.846187304,-6940.241999999764,236894.28299999982,-4092.89700000004,-1221.9569999998291,28818.04700000057,453.8910000002616,-3863.9639999997753
26,2.846187304,52093.190999999984,30664.442000000403,-2598.677999999577,-214.37599999973855,128084.07999999983,1054.2410000002888,-654.6509999996175
27,2.846187304,-55962.047999999595,117466.12499999997,-12412.097999999538,192.38000000010302,8907.839000000362,248.89400000027706,-3255.292999999604
28,2.846187304,26451.394000000404,54920.469999999885,-9471.119000000082,-669.6819999998382,65899.27500000004,492.9950000001071,-4128.935000000222
29,2.846187304,53207.16900000022,-69232.7869999998,-5429.388999999674,-925.5939999999185,35907.84600000019,497.2220000003524,-3170.021999999939
30,2.846187304,-20698.72499999992,163693.26799999984,-3987.850000000126,1624.0090000003704,11363.472000000207,1196.2429999998747,-5442.219999999942
31,2.846187304,-1452.2650000001747,155315.22700000045,11344.642000000515,-77.85199999998937,-14024.727999999432,353.66400000036435,10854.662000000293
32,2.846187304,144450.45300000015,-35729.053999999924,10331.24299999999,2422.421000000341,13747.125000000082,751.6280000001707,14707.472000000444
33,2.846187304,260624.0340000001,273909.7920000004,14497.157000000538,160.45799999986343,-361.2759999995774,353.5840000004065,11410.643000000053
34,2.846187304,125935.15799999988,180762.52100000012,3900.9409999999357,1300.2760000002668,-32955.81399999969,1068.7449999999822,-854.0570000001857
35,2.846187304,212930.74499999997,-143741.81099999993,-1931.282999999784,25.429000000354307,-19711.501999999826,-768.118999999956,3141.7600000001044
36,2.846187304,19953.993000000115,105832.71900000035,3877.0720000003143,1919.5330000001397,-55361.69799999957,1611.2520000004515,-1122.7689999997458
37,2.846187304,34421.61900000018,76826.14299999991,1923.2920000002985,958.8470000005955,-48715.20900000004,216.7110000002026,9972.242999999991
38,2.846187304,57124.885999999984,76213.0980000002,-13333.375999999842,211.0740000000888,-133273.58099999963,-1157.4889999996785,-2125.9979999994625
39,2.846187304,80492.26900000006,420814.28400000045,-4968.302999999619,619.4829999999207,-90557.74099999959,265.85700000048007,-8429.181999999979
40,2.846187304,10971.721000000212,101295.24300000003,-13566.33599999979,-161.23500000020385,-51725.65200000001,-985.0609999997317,-9828.048999999783
41,2.846187304,57124.885999999984,155678.37600000002,-3069.431999999761,1501.3910000001297,-59754.77899999992,2395.0099999998642,3285.8070000005846
42,2.846187304,109825.52300000003,110373.73500000003,-4236.880999999748,-202.4849999999745,-44140.37599999965,1795.0130000001784,3380.9170000003164
43,2.846187304,53207.16900000022,-9957.040000000196,-2166.7789999999522,416.8259999999258,26846.58700000053,1360.8060000001033,3180.519999999909
44,2.846187304,49842.253000000004,16109.487000000478,-1630.2900000000343,-395.4179999996477,14544.958000000108,554.947000000361,-7326.890000000308
45,2.846187304,-20698.72499999992,2239.702999999871,-10097.242000000062,102.99499999977257,56744.811000000176,1056.043000000173,-5045.233999999788
46,2.846187304,79771.42200000031,-154610.35200000016,-387.5500000001253,565.4530000001046,226059.0530000002,1308.4420000004648,-3413.1629999998304
47,2.846187304,-1452.2650000001747,49439.989999999765,-5549.634999999942,304.91600000015495,19219.337000000447,841.1779999999425,445.3600000000613
48,2.846187304,-14118.540000000125,255945.54800000013,-9351.810000000072,-215.48899999990212,-77725.92299999959,178.73000000001582,-14248.797999999673
49,2.846187304,-1452.2650000001747,50097.10999999983,-3449.089000000072,489.03499999974895,15918.052000000405,765.9920000002707,-555.8379999994756
50,2.846187304,99812.88499999997,95341.8570000002,-4990.330000000043,-1824.0600000001273,60300.4140000003,-579.8929999998314,-5988.495999999621
51,2.846187304,44527.739000000285,344560.2480000001,10261.737000000438,-208.1339999997489,-8442.05799999953,-320.9370000001321,18463.885000000068
52,2.846187304,199856.3640000004,-6726.715999999744,-3767.11899999993,407.3749999999876,12646.43600000026,-687.3779999994056,4615.752000000306
53,2.846187304,48226.21600000021,24218.52300000005,-9498.455999999767,590.8260000002663,-29191.47199999994,-685.7029999998155,3707.3659999999895
54,2.846187304,118510.80700000028,154922.8949999999,-421.436999999969,-889.2239999997997,118510.80700000028,-2595.3679999997094,-4754.397999999771
55,2.846187304,139989.74499999982,-2966.0589999997987,-8616.530999999928,1287.6240000001537,37514.45600000025,685.3149999996866,-9376.152000000193
56,2.846187304,84855.89100000013,-22152.715999999906,-10778.58900000006,1067.8460000002055,84855.89100000013,-518.265999999823,-11120.766999999976
57,2.846187304,166811.39900000018,96051.82999999994,1887.5910000000217,-377.00399999973655,-50477.72799999972,-474.5509999999342,5816.255000000048
58,2.846187304,98166.58,-56.610000000123506,1896.6710000003495,1193.6449999998545,-6002.056999999894,920.3779999999995,-1951.346999999881
59,2.846187304,202887.50000000012,220794.60000000006,-711.4979999998105,-118.01700000013682,-77009.64700000013,408.1980000001373,616.5299999998375
60,2.846187304,-117042.45999999996,-253315.24199999977,-46241.68399999995,-141.49399999974221,-29911.2629999998,-771.0990000000528,-41810.66899999975
61,2.846187304,20235.65999999999,123195.71700000021,12257.179000000118,-2767.4150000001064,26547.447000000448,-1630.9359999997496,27892.605999999985
62,2.846187304,57919.42200000033,-52343.864000000016,2492.7970000003797,-118.47799999964437,-12007.340000000255,1678.3830000002276,2240.2960000000858
63,2.846187304,89547.65200000025,27532.7820000002,-7224.487999999418,-1362.2950000002909,-52621.65200000002,1154.7999999996782,-3195.6100000001265
64,2.846187304,53137.77499999972,-137948.0019999999,10455.401000000198,-1353.2149999999633,-14916.802000000118,-499.97799999967896,15675.85299999985
65,2.846187304,-41309.152000000184,1861.5899999998576,-3243.1150000000744,688.3599999998324,-44487.99899999978,-225.56699999976004,-4756.092000000045
66,2.846187304,-39048.84799999975,-77891.89199999979,-45329.51500000015,-1141.9179999996309,-1387.6790000000306,-202.44799999957763,-22556.945999999913
67,2.846187304,96566.8879999999,-3453.960000000311,-1098.4920000001175,715.2530000000822,-9855.482999999498,16.5570000003612,459.6249999999635
68,2.846187304,227191.4340000003,95318.45400000006,25424.93700000037,-1125.819999999944,-22149.92899999979,-1558.0619999999712,25058.899999999885
69,2.846187304,-151747.20299999978,-204935.78700000016,-120289.25700000004,16.09499999988273,-65754.14299999949,-32.791999999837174,-122764.11799999964
