,1,2,3,4,5,6,7,8
70,2.846187304,47193.31700000051,-36586.857999999724,-18087.605000000283,264.8259999999958,14209.472000000556,145.40000000007325,-11930.885999999586
71,2.846187304,-9814.17200000001,103693.2260000003,-11738.409999999976,468.0220000001789,-107214.96899999972,-1004.597000000107,-15803.1150000002
72,2.846187304,37484.36200000027,158945.34999999977,-6911.808999999991,-1695.0879999995116,-6393.477999999675,756.0859999999891,-1060.2159999999471
73,2.846187304,78096.96499999985,312758.4350000001,-7795.742999999522,778.342000000265,27910.729999999883,-774.11299999941,-1840.078999999939
74,2.846187304,-54065.900999999525,-123798.8699999999,-20054.873999999945,918.6310000002252,4364.990000000013,-166.2050000001969,-19266.717999999462
75,2.846187304,56493.69300000018,38215.051000000334,-5252.222000000195,-1018.847999999739,4836.634000000117,555.1699999997162,-2822.0750000000903
76,2.846187304,-780.0769999999346,-19071.085999999847,-9604.662999999735,-1704.6099999999954,22783.332000000377,-777.6740000000615,-9021.641999999996
77,2.846187304,-103157.71799999985,-87179.34999999999,-16081.842999999819,-1060.3259999997229,-103157.71799999985,-2215.2399999999516,-7211.655999999955
78,2.846187304,-56229.32700000005,-19227.76799999948,-19789.378999999662,-1013.4709999998215,-14579.65200000011,87.54200000016255,-12955.990999999667
79,2.846187304,35196.792999999896,144890.50100000034,18186.372000000174,-402.61699999977196,9341.917000000421,-1215.6129999998377,15484.105000000081
80,2.846187304,156727.38800000018,161829.65500000003,10826.516000000285,1678.2340000003337,182129.39400000038,912.5220000005818,6569.237000000338
81,2.846187304,195152.5860000003,99405.8170000005,8025.513000000206,995.2490000002534,-33175.68599999987,877.0199999998952,11419.94600000018
82,2.846187304,107462.1229999999,19539.772999999983,2056.0449999997845,-52.61999999994771,4233.7560000000885,148.2990000001294,2164.6810000000014
83,2.846187304,38338.554000000084,127961.08200000056,-74318.68500000016,-848.9319999998024,-31474.73000000023,-867.1819999999109,-65101.85799999979
84,2.846187304,-5907.805000000099,-155277.8100000003,-83733.65500000007,-752.7270000000641,-60475.09699999986,1554.2090000004728,-71698.28000000012
85,2.846187304,-4145.088999999658,66518.7679999999,15750.111000000012,958.2670000005678,-4462.923999999813,762.7670000003307,26179.362000000594
86,2.846187304,-60503.90799999983,-241933.04799999992,-38615.607999999746,-888.5020000000133,-42388.880000000296,66.48500000006052,-38370.077999999805
87,2.846187304,67885.77799999995,96687.5340000004,62694.89100000003,1194.6290000004467,4079.0960000003374,468.15400000044247,75661.81299999997
88,2.846187304,112227.65099999998,-7257.025999999556,4997.529999999806,843.421000000344,70479.76400000033,-296.83399999980156,4822.813000000092
89,2.846187304,73620.31099999999,60215.93600000008,-6485.421999999908,-930.3969999998607,-20058.982000000113,1551.3640000004436,-3110.8849999998965
90,2.846187304,43117.72600000019,-108770.55599999963,-4462.347000000033,-1681.2109999997383,-42177.79900000007,-39.777999999657254,-8864.402999999576
91,2.846187304,116580.41400000041,81925.79299999992,6031.762000000551,869.0320000002139,-27072.049000000043,-770.9540000000459,6288.574000000047
92,2.846187304,18775.292000000387,170308.35,-26486.285000000276,-116.14699999995537,18775.292000000387,1366.7210000001262,-8118.363999999989
93,2.846187304,92497.89200000036,391829.74400000024,16359.988000000047,1430.3770000005934,1553.7779999998947,2246.5880000002157,13808.167000000538
94,2.846187304,9182.519000000333,66454.3670000004,-8270.870999999679,-462.4839999998187,-13837.330999999953,201.83499999992804,-3703.450999999802
95,2.846187304,6195.854000000445,81453.03900000034,-26276.182000000146,-448.62500000020236,-20123.602999999603,-590.6429999997797,-18700.675999999916
96,2.846187304,22361.967000000594,-162557.45899999986,-2396.8409999999276,-508.0409999997926,-33662.53299999977,-595.9459999997919,-5437.652999999543
97,2.846187304,19512.367000000362,81183.32100000014,-5072.390000000038,-50.7909999996059,-43630.766999999796,370.83200000020963,-6840.450999999525
98,2.846187304,122236.49100000023,87706.28200000053,54623.02600000024,-1255.285999999689,9614.427000000258,-905.1739999996755,54917.98400000025
99,2.846187304,111054.53600000015,31387.49999999968,-2816.8370000001273,-835.3879999996038,6856.414000000477,773.998000000109,-4754.03200000013
100,0.0504,28499.999999999996,-199.99999999999878,-800.000000000002,0.0,5800.0,-100.00000000000287,-600.0000000000033
