,pearsonr,f_regression,rfr,rfe,rg,rf,mic
1249,-0.00258983,0.003340217,-0.024,2775,-0.005953695,2.22E-05,0.169712562
1250,-0.046176927,1.064158788,-0.041,3644,-0.002311763,0,0.143912462
1251,-0.046176927,1.064158788,-0.075,3705,-0.002311763,8.42E-05,0.143912462
1252,0.108990316,5.986803315,0.013,859,-0.002933657,8.15E-07,0.165734966
1253,-0.050689779,1.282884235,-0.062,6070,-0.000183736,1.36E-05,0.153367997
1254,-0.081325765,3.315641555,-0.044,4517,-0.000507041,2.34E-05,0.183220105
1255,-0.081325765,3.315641555,-0.029,4481,-0.000507041,8.92E-06,0.183220105
1256,-0.046176927,1.064158788,-0.052,3677,-0.002311763,9.32E-05,0.143912462
1257,-0.050689779,1.282884235,-0.055,6087,-0.000183736,3.27E-06,0.153367997
1258,-0.050689779,1.282884235,-0.04,6106,-0.000183736,0.000474038,0.153367997
1259,-0.032091957,0.513415822,-0.061,5434,0.00045919,1.49E-06,0.14921969
1260,-0.100757346,5.107569586,-0.005,99,-0.002622805,0.000994011,0.161662011
1261,-0.100757346,5.107569586,-0.012,84,-0.002622805,0.00015706,0.161662011
1262,0.147807738,11.12287231,0.014,126,0.009121415,0.00216974,0.17858562
1263,0.123157527,7.669887789,-0.056,3154,0.002037357,0,0.177561796
1264,0.063541034,2.018807451,0.028,4610,0.00238996,2.63E-08,0.177504705
1265,0.18243768,17.14586099,-0.026,2898,0.003836105,0.000197336,0.177184684
1266,0.169495111,14.73001171,-0.069,4469,0.001375842,2.11E-06,0.180032049
1267,0.068325311,2.335741394,-0.049,3153,-0.001531697,8.98E-09,0.16395216
1268,0.18243768,17.14586099,0.026,2754,0.003836105,0.002574146,0.177184684
1269,0.123157527,7.669887789,-0.089,3132,0.002037357,4.45E-05,0.177561796
1270,0.13131384,8.737845072,-0.016,1310,-0.003118155,5.79E-06,0.178246266
1271,0.110941598,6.20578408,0.04,1249,-0.002548674,0,0.169418118
1272,-0.05777478,1.667853911,-0.005,3793,0.000745553,0.000311946,0.160686574
1273,-0.097986621,4.827840084,-0.053,5591,-9.01E-05,1.84E-05,0.190484586
1274,-0.097986621,4.827840084,-0.012,5630,-9.01E-05,4.49E-08,0.190484586
1275,-0.100757346,5.107569586,-0.028,320,-0.002622805,1.87E-06,0.161662011
1276,-0.05777478,1.667853911,-0.049,3849,0.000745553,0,0.160686574
1277,-0.05777478,1.667853911,-0.042,3920,0.000745553,0,0.160686574
1278,-0.081325765,3.315641555,-0.05,4476,-0.000507041,0,0.183220105
1279,-0.123600662,7.726039273,-0.047,1538,-0.003607194,5.75E-06,0.168550013
1280,-0.123600662,7.726039273,-0.047,1842,-0.003607194,0.000304286,0.168550013
1281,0.033482396,0.558919884,-0.056,6793,0.000723287,0,0.222501049
1282,-0.084386531,3.571735815,-0.022,4966,-0.002445724,9.98E-08,0.183157336
1283,-0.130946401,8.688161665,-0.045,4192,-0.001746955,1.07E-05,0.197045592
1284,-0.130946401,8.688161665,-0.023,4093,-0.001746955,0.000171174,0.197045592
1285,-0.123600662,7.726039273,-0.088,1642,-0.003607194,9.74E-06,0.168550013
1286,-0.084386531,3.571735815,-0.073,4949,-0.002445724,0,0.183157336
1287,-0.084386531,3.571735815,-0.03,4976,-0.002445724,0.003109831,0.183157336
1288,-0.097986621,4.827840084,-0.03,5671,-9.01E-05,7.67E-07,0.190484586
1289,-0.1388286,9.786767408,0.001,6101,-0.00210961,0.002077494,0.149955978
1290,-0.1388286,9.786767408,-0.051,6088,-0.00210961,4.98E-05,0.149955978
1291,0.032534838,0.52769939,0.037,6509,0.000675431,0,0.23141561
1292,-0.043812167,0.9577524,-0.074,4424,-0.002066426,0,0.151694952
1293,-0.087713054,3.861108491,-0.022,5831,-0.000997848,1.35E-05,0.161574121
1294,-0.087713054,3.861108491,-0.061,5774,-0.000997848,0.000720287,0.161574121
1295,-0.1388286,9.786767408,-0.031,6122,-0.00210961,0.000183516,0.149955978
1296,-0.043812167,0.9577524,-0.047,4398,-0.002066426,0.000581014,0.151694952
1297,-0.043812167,0.9577524,-0.037,4541,-0.002066426,7.40E-05,0.151694952
1298,-0.130946401,8.688161665,-0.008,4089,-0.001746955,6.27E-06,0.197045592
1299,-0.108116365,5.890045507,-0.015,6713,-0.001078375,4.71E-06,0.198885401
1300,-0.108116365,5.890045507,-0.016,6790,-0.001078375,0.002288078,0.198885401
1301,0.033033408,0.544014254,0.076,6759,0.00070744,1.58E-05,0.225934035
1302,-0.033551474,0.56123107,-0.091,6127,-0.000573317,4.06E-05,0.154124192
1303,-0.08007998,3.214187976,0,6207,-0.000631816,0.000431428,0.158296899
1304,-0.08007998,3.214187976,-0.045,6237,-0.000631816,7.65E-08,0.158296899
1305,-0.108116365,5.890045507,0.002,6652,-0.001078375,0,0.198885401
1306,-0.033551474,0.56123107,-0.067,6113,-0.000573317,0.000127032,0.154124192
1307,-0.033551474,0.56123107,-0.061,6126,-0.000573317,0.000851782,0.154124192
1308,-0.087713054,3.861108491,-0.042,5809,-0.000997848,0.000486218,0.161574121
1309,-0.095696137,4.602710265,-0.029,2949,0.001448096,0,0.177737894
1310,-0.095696137,4.602710265,0.018,2920,0.001448096,0.000789587,0.177737894
1311,0.129171724,8.450292384,-0.064,4149,0.002346942,0,0.168905639
1312,-0.010579317,0.055743374,-0.023,4993,7.35E-05,2.14E-05,0.161884818
1313,-0.056290243,1.582974354,-0.057,5933,-0.000686571,4.55E-05,0.159675976
1314,-0.056290243,1.582974354,-0.001,5907,-0.000686571,2.17E-05,0.159675976
1315,-0.095696137,4.602710265,-0.001,2966,0.001448096,0.000637751,0.177737894
1316,-0.010579317,0.055743374,-0.048,4978,7.35E-05,3.29E-05,0.161884818
1317,-0.010579317,0.055743374,-0.034,4987,7.35E-05,1.16E-05,0.161884818
1318,-0.08007998,3.214187976,0.002,6247,-0.000631816,0.000421846,0.158296899
1319,-0.078277863,3.070269895,-0.063,3979,0.001169055,0,0.168887806
1320,-0.078277863,3.070269895,-0.037,4111,0.001169055,0.000304747,0.168887806
1321,0.127755097,8.2629015,0.002,3900,0.00217613,0,0.176145645
1322,-0.016562346,0.136644506,-0.059,3488,-0.001416519,8.67E-05,0.162705965
1323,-0.057075906,1.627616435,-0.037,6727,-1.87E-05,3.51E-05,0.16591684
1324,-0.057075906,1.627616435,-0.041,6717,-1.87E-05,2.69E-05,0.16591684
1325,-0.078277863,3.070269895,-0.031,4146,0.001169055,0.000185107,0.168887806
1326,-0.016562346,0.136644506,-0.025,3440,-0.001416519,5.40E-06,0.162705965
1327,-0.016562346,0.136644506,-0.087,3456,-0.001416519,1.16E-06,0.162705965
1328,-0.056290243,1.582974354,0.009,5875,-0.000686571,0,0.159675976
1329,-0.076477204,2.929819651,-0.047,4489,0.001593363,0.000214059,0.196327553
1330,-0.076477204,2.929819651,-0.031,4466,0.001593363,0.000547449,0.196327553
1331,0.128640149,8.379717337,0.016,3840,0.002394406,0.000260964,0.169327904
1332,-0.046147243,1.062788162,-0.051,5621,-0.000408834,3.86E-08,0.157267146
1333,-0.090653526,4.12650665,-0.033,4617,-0.001145308,0.00121281,0.20387545
1334,-0.090653526,4.12650665,-0.021,4655,-0.001145308,0,0.20387545
1335,-0.076477204,2.929819651,-0.032,4433,0.001593363,0.001180493,0.196327553
1336,-0.046147243,1.062788162,-0.029,5661,-0.000408834,1.21E-05,0.157267146
1337,-0.046147243,1.062788162,-0.008,5635,-0.000408834,0.000590648,0.157267146
1338,-0.057075906,1.627616435,-0.019,6710,-1.87E-05,0.001411602,0.16591684
1339,-0.092356447,4.284341419,-0.04,4342,0.002323379,6.13E-05,0.17608776
1340,-0.092356447,4.284341419,-0.04,4405,0.002323379,4.97E-05,0.17608776
1341,0.127842337,8.274377877,0.019,6191,0.001544563,0.003338669,0.207710442
1342,-0.069343265,2.406197405,0.014,3824,-0.000841258,3.03E-05,0.177635608
1343,-0.107605023,5.833811533,-0.013,4317,0.001815758,0.000118533,0.188600346
1344,-0.107605023,5.833811533,0.017,3995,0.001815758,0,0.188600346
1345,-0.092356447,4.284341419,-0.07,4375,0.002323379,0.000112815,0.17608776
1346,-0.069343265,2.406197405,0.006,3761,-0.000841258,0,0.177635608
1347,-0.069343265,2.406197405,0.013,3959,-0.000841258,3.93E-05,0.177635608
1348,-0.090653526,4.12650665,-0.013,4711,-0.001145308,2.59E-05,0.20387545
1349,-0.10931706,6.023187815,-0.028,4727,0.001504272,6.04E-06,0.174701154
1350,-0.10931706,6.023187815,0.012,4708,0.001504272,0,0.174701154
1351,0.127301337,8.203344245,0.024,6280,0.001263393,0,0.21440202
1352,-0.053551234,1.432239125,-0.052,4366,8.67E-05,0.000111655,0.152857189
1353,-0.087499607,3.842194825,-0.051,4962,0.000772167,0,0.191475639
1354,-0.087499607,3.842194825,-0.025,4938,0.000772167,8.60E-06,0.191475639
1355,-0.10931706,6.023187815,-0.019,4706,0.001504272,0,0.174701154
1356,-0.053551234,1.432239125,-0.082,4187,8.67E-05,0.001199057,0.152857189
1357,-0.053551234,1.432239125,-0.057,4147,8.67E-05,9.38E-05,0.152857189
1358,-0.107605023,5.833811533,0.009,4463,0.001815758,2.86E-06,0.188600346
1359,-0.089703339,4.039757792,-0.014,4583,0.00338989,0,0.185606622
1360,-0.089703339,4.039757792,-0.019,4564,0.00338989,0.000478872,0.185606622
1361,0.127509628,8.23065494,0.049,6368,0.001488307,3.97E-06,0.209954919
1362,-0.026341648,0.345793389,-0.059,6674,0.000704107,0,0.159423242
1363,-0.062075797,1.926418754,-0.032,3439,0.002841366,0.000304522,0.153082501
1364,-0.062075797,1.926418754,-0.058,3455,0.002841366,0.00046362,0.153082501
1365,-0.089703339,4.039757792,0.016,4616,0.00338989,0.000268345,0.185606622
1366,-0.026341648,0.345793389,-0.088,6675,0.000704107,0,0.159423242
1367,-0.026341648,0.345793389,-0.061,6705,0.000704107,0.000775857,0.159423242
1368,-0.087499607,3.842194825,-0.027,5027,0.000772167,0.000652173,0.191475639
1369,-0.082698269,3.429276681,-0.027,1455,0.007564148,0,0.166877147
1370,-0.082698269,3.429276681,-0.053,1529,0.007564148,0.000266809,0.166877147
1371,0.067426093,2.274386427,0.001,6060,0.001938949,2.76E-05,0.192983934
1372,0.206317015,22.14067765,-0.007,2046,0.003897017,0.000714835,0.174585518
1373,0.198524914,20.43253649,-0.047,3879,0.002740856,0,0.17966669
1374,0.13131384,8.737845072,-0.045,1905,-0.003118155,0,0.178246266
1375,0.206317015,22.14067765,-0.032,2093,0.003897017,6.30E-05,0.174585518
1376,0.169495111,14.73001171,-0.076,4488,0.001375842,0,0.180032049
1377,0.150537725,11.54715718,-0.051,3898,-0.000754429,0.000293153,0.149039033
1378,0.073612447,2.713261164,-0.013,3315,-0.0031421,0.000202407,0.144915197
1379,-0.040071317,0.80092985,-0.011,4998,-0.000356367,0.000237597,0.182194173
1380,-0.067423438,2.274206533,-0.072,2853,-0.002997809,4.61E-06,0.170596334
1381,-0.067423438,2.274206533,-0.051,2715,-0.002997809,0.000973959,0.170596334
1382,-0.082698269,3.429276681,-0.043,1245,0.007564148,0,0.166877147
1383,-0.040071317,0.80092985,-0.024,4996,-0.000356367,1.25E-05,0.182194173
1384,-0.040071317,0.80092985,-0.019,4983,-0.000356367,7.79E-05,0.182194173
1385,-0.062075797,1.926418754,-0.075,3509,0.002841366,0.000491298,0.153082501
1386,-0.086557814,3.759308795,-0.017,1881,0.003687585,8.45E-05,0.164627596
1387,-0.086557814,3.759308795,-0.059,1826,0.003687585,1.14E-05,0.164627596
1388,0.068219104,2.328451618,-0.028,2469,-0.003822538,0,0.155102693
1389,-0.032014742,0.510945654,-0.053,5449,-0.000113717,0.000294914,0.160074989
1390,-0.061253493,1.875528182,-0.032,1941,0.00360425,0,0.166928328
1391,-0.061253493,1.875528182,-0.017,1989,0.00360425,0,0.166928328
1392,-0.086557814,3.759308795,-0.036,1845,0.003687585,0,0.164627596
1393,-0.032014742,0.510945654,-0.062,5420,-0.000113717,0,0.160074989
1394,-0.032014742,0.510945654,-0.036,5417,-0.000113717,0,0.160074989
1395,-0.067423438,2.274206533,-0.059,2741,-0.002997809,0.000191867,0.170596334
1396,-0.077534238,3.011861917,-0.072,4075,0.003505538,0.000148928,0.156215171
1397,-0.077534238,3.011861917,-0.054,4058,0.003505538,0.000186312,0.156215171
1398,0.071119401,2.531673792,-0.01,3137,-0.003389837,0.003458682,0.153377004
1399,-0.009876396,0.048581254,-0.049,5694,0.000198028,1.26E-05,0.180988758
1400,-0.040725684,0.827345744,-0.037,5980,0.000437707,0.000107361,0.172104523
1401,-0.040725684,0.827345744,0.003,5978,0.000437707,6.03E-08,0.172104523
1402,-0.077534238,3.011861917,-0.026,4042,0.003505538,1.42E-05,0.156215171
1403,-0.009876396,0.048581254,-0.023,5690,0.000198028,2.46E-05,0.180988758
1404,-0.009876396,0.048581254,-0.056,5709,0.000198028,0.000166211,0.180988758
1405,-0.061253493,1.875528182,-0.033,2110,0.00360425,0.000619389,0.166928328
1406,-0.058998488,1.739504037,-0.027,3632,0.004311997,0.000139995,0.174905928
1407,-0.058998488,1.739504037,-0.032,3755,0.004311997,1.78E-06,0.174905928
1408,0.026708708,0.355504443,0.027,6348,0.000560855,0,0.223194295
1409,-0.022029778,0.241802295,-0.081,4309,-0.000404895,0.000327342,0.174218642
1410,-0.057669275,1.6617477,-0.055,5579,8.42E-05,9.73E-06,0.170947337
1411,-0.057669275,1.6617477,-0.12,5620,8.42E-05,1.92E-05,0.170947337
1412,-0.058998488,1.739504037,-0.027,3768,0.004311997,0,0.174905928
1413,-0.022029778,0.241802295,-0.042,4357,-0.000404895,0.000958207,0.174218642
1414,-0.022029778,0.241802295,-0.052,4341,-0.000404895,0,0.174218642
1415,-0.040725684,0.827345744,-0.019,5916,0.000437707,4.23E-06,0.172104523
1416,-0.07361731,2.713621659,-0.046,5837,0.001787401,0,0.156067773
1417,-0.07361731,2.713621659,-0.033,5818,0.001787401,0,0.156067773
1418,0.025526961,0.324721218,0.017,6448,0.000448501,0.000412801,0.201909124
1419,0.028279697,0.398589916,-0.039,4719,-0.000115207,0,0.183889802
1420,-0.009663016,0.046504531,-0.02,2717,-0.002602407,0.001558793,0.18369194
1421,-0.009663016,0.046504531,-0.051,2653,-0.002602407,0.0002068,0.18369194
1422,-0.07361731,2.713621659,-0.076,5860,0.001787401,1.09E-07,0.156067773
1423,0.028279697,0.398589916,-0.044,4693,-0.000115207,0,0.183889802
1424,0.028279697,0.398589916,-0.007,4698,-0.000115207,0.001244499,0.183889802
1425,-0.057669275,1.6617477,-0.014,5595,8.42E-05,3.90E-05,0.170947337
1426,-0.030681015,0.46922138,-0.065,4363,-0.00107484,0,0.175421865
1427,-0.030681015,0.46922138,-0.008,4406,-0.00107484,8.59E-05,0.175421865
1428,0.02613495,0.34038424,0.054,6068,0.000548216,3.45E-05,0.223104069
1429,0.040105486,0.802298575,-0.093,4300,-0.00062726,0,0.164865203
1430,0.004014446,0.008025785,-0.083,3048,-0.002519303,9.78E-06,0.169542521
1431,0.004014446,0.008025785,-0.047,3270,-0.002519303,3.95E-07,0.169542521
1432,-0.030681015,0.46922138,-0.054,4431,-0.00107484,5.78E-06,0.175421865
1433,0.040105486,0.802298575,-0.029,4238,-0.00062726,2.20E-09,0.164865203
1434,0.040105486,0.802298575,-0.055,4272,-0.00062726,8.87E-06,0.164865203
1435,-0.009663016,0.046504531,-0.012,2889,-0.002602407,0.000511704,0.18369194
1436,-0.020834704,0.216268153,-0.014,1694,-0.002463124,0,0.160055134
1437,-0.020834704,0.216268153,-0.018,1635,-0.002463124,4.58E-05,0.160055134
1438,0.061892883,1.915039008,-0.026,4777,-0.000390196,1.67E-08,0.162991812
1439,0.030246086,0.456000383,-0.024,2038,-0.0039385,0.000100676,0.166379622
1440,0.030246086,0.456000383,-0.056,2007,-0.0039385,3.84E-07,0.166379622
1441,-0.020834704,0.216268153,-0.054,1821,-0.002463124,0,0.160055134
1442,0.061892883,1.915039008,-0.046,4697,-0.000390196,0.000104012,0.162991812
1443,0.061892883,1.915039008,-0.048,4764,-0.000390196,1.37E-07,0.162991812
1444,0.004014446,0.008025785,-0.043,3104,-0.002519303,4.50E-05,0.169542521
1445,-0.002732111,0.003717314,-0.088,1884,-0.00281512,0,0.162956231
1446,-0.002732111,0.003717314,-0.02,1852,-0.00281512,3.52E-06,0.162956231
1447,0.049168921,1.206873967,-0.033,3579,-0.005526981,0,0.177304864
1448,0.04251327,0.901704012,-0.103,3792,-0.001533967,0.000277738,0.162513834
1449,0.04251327,0.901704012,-0.078,3638,-0.001533967,0,0.162513834
1450,-0.002732111,0.003717314,-0.043,1757,-0.00281512,2.60E-09,0.162956231
1451,0.049168921,1.206873967,-0.066,3589,-0.005526981,0.000225464,0.177304864
1452,0.049168921,1.206873967,-0.078,3624,-0.005526981,0,0.177304864
1453,0.030246086,0.456000383,-0.034,1942,-0.0039385,0.000188321,0.166379622
1454,9.62E-05,4.61E-06,-0.047,5705,-0.00024829,8.84E-09,0.17474556
1455,9.62E-05,4.61E-06,-0.005,5765,-0.00024829,0,0.17474556
1456,0.091111289,4.168635937,-0.029,6758,0.000560989,1.25E-05,0.186998186
1457,0.071164927,2.53493253,-0.04,3623,0.000970791,2.68E-05,0.188199932
1458,0.071164927,2.53493253,-0.026,3582,0.000970791,0,0.188199932
1459,9.62E-05,4.61E-06,-0.026,5686,-0.00024829,0,0.17474556
1460,0.091111289,4.168635937,-0.058,6753,0.000560989,0,0.186998186
1461,0.091111289,4.168635937,-0.04,6755,0.000560989,0.000477475,0.186998186
1462,0.04251327,0.901704012,-0.062,3867,-0.001533967,0.000544083,0.162513834
1463,0.030686288,0.469382847,-0.057,3167,-0.000193699,0.000147644,0.140994955
1464,0.030686288,0.469382847,-0.053,2982,-0.000193699,0,0.140994955
1465,0.164610896,13.87001228,0.008,4848,-6.82E-05,0,0.176997725
1466,0.10030556,5.061404133,-0.041,5519,0.000838894,0.000905383,0.174495891
1467,0.099636971,4.993480858,-0.013,808,0.004582345,0,0.19980384
1468,0.099636971,4.993480858,-0.058,820,0.004582345,0,0.19980384
1469,0.030686288,0.469382847,-0.018,2821,-0.000193699,0.000414893,0.140994955
1470,0.10030556,5.061404133,-0.01,5465,0.000838894,8.23E-08,0.174495891
1471,0.10030556,5.061404133,-0.009,5491,0.000838894,6.54E-05,0.174495891
1472,0.071164927,2.53493253,0.005,3625,0.000970791,0,0.188199932
1473,0.044930782,1.007383728,-0.058,3877,0.001194632,0,0.172386286
1474,0.044930782,1.007383728,-0.031,3902,0.001194632,0,0.172386286
1475,0.064256221,2.064698102,0.028,4591,0.001072169,0.000131038,0.205172401
1476,0.20805851,22.53301189,0.039,2374,0.003469156,0,0.198256728
1477,0.198575135,20.44329989,0.01,4811,0.000626966,0,0.182870376
1478,0.150537725,11.54715718,-0.04,3874,-0.000754429,0.000282965,0.149039033
1479,0.20805851,22.53301189,-0.01,2239,0.003469156,1.18E-05,0.198256728
1480,0.198524914,20.43253649,-0.016,3996,0.002740856,1.94E-06,0.17966669
1481,0.13047527,8.624675107,-0.001,4338,-0.002139425,0.000296973,0.166912657
1482,0.163923162,13.75116475,0.068,3646,-0.000542641,0,0.183558103
1483,0.106235887,5.684616642,-0.03,4723,0.001643211,4.91E-06,0.167774415
1484,0.097808711,4.8101554,-0.008,2742,0.002619062,4.15E-05,0.190425862
1485,0.097808711,4.8101554,-0.012,2846,0.002619062,1.83E-05,0.190425862
1486,0.044930782,1.007383728,-0.067,3944,0.001194632,1.02E-05,0.172386286
1487,0.106235887,5.684616642,-0.026,4692,0.001643211,7.64E-06,0.167774415
1488,0.106235887,5.684616642,-0.03,4695,0.001643211,0.000264663,0.167774415
1489,0.099636971,4.993480858,-0.02,890,0.004582345,0.000169381,0.19980384
1490,0.050889512,1.293040367,-0.014,199,0.00461745,6.24E-05,0.159189051
1491,0.050889512,1.293040367,-0.084,878,0.00461745,0.001922474,0.159189051
1492,0.164469093,13.84546196,-0.101,3904,-0.000387453,0,0.183558103
1493,0.092931339,4.338311098,0.029,6328,0.000463385,0,0.18441411
1494,0.104224179,5.469022609,-0.015,2022,0.00229545,0,0.191214804
1495,0.104224179,5.469022609,-0.024,2655,0.00229545,8.16E-07,0.191214804
1496,0.050889512,1.293040367,-0.06,866,0.00461745,9.07E-06,0.159189051
1497,0.092931339,4.338311098,0.014,6309,0.000463385,0.000119675,0.18441411
1498,0.092931339,4.338311098,-0.072,6308,0.000463385,0,0.18441411
1499,0.097808711,4.8101554,-0.004,3019,0.002619062,9.92E-10,0.190425862
1500,0.04405093,0.968240113,-0.019,1691,0.003043522,4.75E-05,0.168649637
1501,0.04405093,0.968240113,0,1862,0.003043522,5.14E-06,0.168649637
1502,0.097609915,4.790434143,-0.016,6703,0.000350424,0,0.174818512
1503,0.099534827,4.983145507,-0.08,1493,0.00231096,5.45E-06,0.168443931
1504,0.099534827,4.983145507,-0.07,981,0.00231096,0,0.168443931
1505,0.04405093,0.968240113,-0.032,1639,0.003043522,8.43E-05,0.168649637
1506,0.097609915,4.790434143,-0.027,6696,0.000350424,0.00025052,0.174818512
1507,0.097609915,4.790434143,-0.04,6788,0.000350424,0,0.174818512
1508,0.104224179,5.469022609,0.006,2900,0.00229545,4.02E-05,0.191214804
1509,0.039906978,0.794363378,-0.05,3416,0.00127496,0.00087049,0.182545013
1510,0.039906978,0.794363378,-0.013,3356,0.00127496,4.98E-05,0.182545013
1511,0.068544761,2.350840529,0.022,6517,-0.000391581,0.00026225,0.198795954
1512,0.034423529,0.590819818,-0.018,1794,0.002537876,0.000108964,0.171381898
1513,0.034423529,0.590819818,-0.022,1241,0.002537876,0.000105737,0.171381898
1514,0.039906978,0.794363378,-0.042,3459,0.00127496,0.00095343,0.182545013
1515,0.068544761,2.350840529,0.01,6495,-0.000391581,0,0.198795954
1516,0.068544761,2.350840529,-0.029,6512,-0.000391581,5.67E-09,0.198795954
1517,0.099534827,4.983145507,-0.038,672,0.00231096,0.000289641,0.168443931
1518,-0.007732836,0.029780566,-0.07,4519,-0.002596528,0.001434829,0.182743351
1519,-0.007732836,0.029780566,-0.045,4548,-0.002596528,0.000265644,0.182743351
1520,-0.06681746,2.233328201,-0.024,2561,0.002139482,0.000649852,0.15255357
1521,-0.093096485,4.353878769,-0.025,2255,-0.004538402,2.80E-06,0.172261213
1522,-0.093096485,4.353878769,-0.016,2274,-0.004538402,0,0.172261213
1523,-0.007732836,0.029780566,-0.012,4602,-0.002596528,0.000528547,0.182743351
1524,-0.06681746,2.233328201,-0.046,2773,0.002139482,3.14E-07,0.15255357
1525,-0.06681746,2.233328201,-0.031,2835,0.002139482,8.68E-06,0.15255357
1526,0.034423529,0.590819818,-0.039,2014,0.002537876,0.000508184,0.171381898
1527,-0.107329741,5.803653548,-0.017,3120,-0.004255007,4.05E-06,0.196348186
1528,-0.107329741,5.803653548,-0.042,3140,-0.004255007,1.00E-07,0.196348186
1529,0.178268247,16.34568349,0.031,5253,-0.000520574,7.89E-07,0.1823963
1530,-0.118245016,7.061714184,-0.038,2256,0.003832213,0,0.16539529
1531,-0.135486754,9.312564566,-0.03,4597,0.000652758,0,0.209317419
1532,-0.135486754,9.312564566,0.004,4534,0.000652758,0,0.209317419
1533,-0.107329741,5.803653548,0.003,3203,-0.004255007,0,0.196348186
1534,-0.118245016,7.061714184,-0.04,2454,0.003832213,0.000227232,0.16539529
1535,-0.118245016,7.061714184,-0.129,2268,0.003832213,8.13E-05,0.16539529
1536,-0.093096485,4.353878769,-0.019,2560,-0.004538402,0.000200898,0.172261213
1537,-0.143544718,10.47721682,0.028,3122,0.002546294,0.000243589,0.159425008
1538,-0.143544718,10.47721682,-0.046,3090,0.002546294,3.33E-08,0.159425008
1539,0.174817843,15.69930746,0.033,5018,-0.001430004,0,0.1823963
1540,-0.094071711,4.446392706,-0.025,4231,0.000585458,0.00029911,0.16408499
1541,-0.128295427,8.334116104,-0.068,4508,0.001271194,0,0.177976541
1542,-0.128295427,8.334116104,-0.069,4478,0.001271194,0,0.177976541
1543,-0.143544718,10.47721682,-0.014,3150,0.002546294,2.81E-05,0.159425008
1544,-0.094071711,4.446392706,-0.026,4199,0.000585458,1.12E-06,0.16408499
1545,-0.094071711,4.446392706,0.004,4190,0.000585458,3.84E-06,0.16408499
1546,-0.135486754,9.312564566,-0.016,4624,0.000652758,0.004401807,0.209317419
1547,-0.143358178,10.44943269,0.008,3935,-0.001805531,0,0.172515149
1548,-0.143358178,10.44943269,0.023,3962,-0.001805531,0,0.172515149
1549,0.177460076,16.19300657,-0.007,5910,-0.000332446,1.17E-05,0.180795538
1550,-0.065601623,2.152442497,-0.03,4065,0.000651558,0,0.171917855
1551,-0.096370196,4.668389242,-0.114,6177,0.0015505,0.000117483,0.183483188
1552,-0.096370196,4.668389242,-0.051,6205,0.0015505,3.18E-06,0.183483188
1553,-0.143358178,10.44943269,-0.018,4019,-0.001805531,0,0.172515149
1554,-0.065601623,2.152442497,-0.101,4049,0.000651558,0.001087609,0.171917855
1555,-0.065601623,2.152442497,-0.05,4085,0.000651558,0.000120668,0.171917855
1556,-0.128295427,8.334116104,-0.078,4444,0.001271194,6.45E-05,0.177976541
1557,-0.116605623,6.864578753,-0.078,4590,-0.001021175,0.000128541,0.159814985
1558,-0.116605623,6.864578753,-0.054,4715,-0.001021175,0,0.159814985
1559,-0.007455971,0.027686107,-0.05,5070,0.000387548,0,0.171256964
1560,0.010438441,0.054268519,-0.024,3919,0.001734964,0,0.163699835
1561,0.010438441,0.054268519,-0.004,3957,0.001734964,1.78E-05,0.163699835
1562,-0.116605623,6.864578753,-0.042,4623,-0.001021175,4.98E-05,0.159814985
1563,-0.007455971,0.027686107,-0.057,5092,0.000387548,0.000982599,0.171256964
1564,-0.007455971,0.027686107,-0.003,5067,0.000387548,0.000297896,0.171256964
1565,-0.096370196,4.668389242,-0.01,6192,0.0015505,0,0.183483188
1566,-0.044981015,1.009642088,-0.027,3796,0.001962744,0.001225775,0.187665575
1567,-0.044981015,1.009642088,-0.002,3711,0.001962744,1.58E-06,0.187665575
1568,0.015046006,0.112763913,-0.038,3940,-0.001073679,0.000161426,0.174765897
1569,-0.00143999,0.001032641,-0.086,3065,-0.002122702,0.001810546,0.168589013
1570,-0.00143999,0.001032641,-0.005,3190,-0.002122702,9.00E-05,0.168589013
1571,-0.044981015,1.009642088,-0.046,3937,0.001962744,1.77E-06,0.187665575
1572,0.015046006,0.112763913,-0.035,3954,-0.001073679,0,0.174765897
1573,0.015046006,0.112763913,0.029,3975,-0.001073679,2.28E-06,0.174765897
1574,0.010438441,0.054268519,-0.003,3854,0.001734964,1.69E-06,0.163699835
1575,-0.013464932,0.090305962,0.019,2243,0.002603191,0.000537314,0.182576676
1576,-0.013464932,0.090305962,-0.01,2334,0.002603191,0.001028661,0.182576676
1577,0.066220507,2.193425971,-0.012,5895,0.001776315,3.47E-06,0.201689521
1578,0.214769901,24.08159323,-0.011,4307,0.002475845,2.60E-05,0.171357422
1579,0.210020133,22.97960621,0.005,5845,-0.000913439,1.10E-06,0.171482011
1580,0.13047527,8.624675107,-0.01,4316,-0.002139425,0.000454114,0.166912657
1581,0.214769901,24.08159323,-0.019,4356,0.002475845,1.20E-06,0.171357422
1582,0.198575135,20.44329989,-0.038,4797,0.000626966,0,0.182870376
1583,0.146742761,10.95965101,0.03,4050,-0.002475318,0,0.164146407
1584,0.029449992,0.432291343,-0.058,3043,-0.001564958,0,0.185366195
1585,0.062510871,1.953623301,-0.023,1016,-0.003191586,0.000328973,0.178866075
1586,0.062510871,1.953623301,-0.02,863,-0.003191586,0.000758972,0.178866075
1587,-0.013464932,0.090305962,-0.006,2370,0.002603191,3.98E-05,0.182576676
