,pearsonr,f_regression,rfr,rfe,rg,rf,mic
2769,0.075728245,2.872386496,-0.038,4735,0.00041729,0.000195378,0.165678145
2770,0.066674654,2.223749433,-0.044,6597,-0.000392952,0.000476421,0.159941532
2771,0.075728245,2.872386496,-0.078,4921,0.00041729,0.00030571,0.165678145
2772,0.075728245,2.872386496,-0.042,4946,0.00041729,6.62E-05,0.165678145
2773,0.066674654,2.223749433,-0.015,6586,-0.000392952,1.86E-07,0.159941532
2774,0.075728245,2.872386496,-0.043,4721,0.00041729,0,0.165678145
2775,0.075728245,2.872386496,-0.024,4960,0.00041729,0,0.165678145
2776,-0.03324704,0.551081248,0.027,3779,-0.000663876,0.000140937,0.174185459
2777,0.038889586,0.754315994,-0.076,868,0.001267339,0.000109539,0.200628034
2778,0.040272685,0.809012941,0.01,3850,-0.001948318,0.000508438,0.190418215
2779,0.040272685,0.809012941,0.03,3821,-0.001948318,0.000144872,0.190418215
2780,0.032348962,0.521680671,-0.05,4798,-0.001359019,3.70E-06,0.181658865
2781,0.040272685,0.809012941,0.001,3883,-0.001948318,1.95E-07,0.190418215
2782,0.032348962,0.521680671,-0.018,4736,-0.001359019,0.000471321,0.181658865
2783,0.040272685,0.809012941,-0.033,3817,-0.001948318,0,0.190418215
2784,0.038889586,0.754315994,0.022,2015,0.001267339,9.00E-08,0.200628034
2785,-0.03324704,0.551081248,0.008,3799,-0.000663876,6.40E-05,0.174185459
2786,0.076822121,2.956463873,-0.035,6157,-0.000706794,9.92E-05,0.152256749
2787,0.076822121,2.956463873,-0.052,6240,-0.000706794,5.31E-07,0.152256749
2788,0.076822121,2.956463873,-0.047,6147,-0.000706794,3.14E-05,0.152256749
2789,0.075728245,2.872386496,-0.04,4755,0.00041729,0.000280958,0.165678145
2790,0.076822121,2.956463873,-0.052,6212,-0.000706794,1.06E-06,0.152256749
2791,0.076822121,2.956463873,-0.051,6140,-0.000706794,1.80E-06,0.152256749
2792,0.075728245,2.872386496,-0.042,4865,0.00041729,0,0.165678145
2793,0.076822121,2.956463873,-0.021,6213,-0.000706794,0,0.152256749
2794,0.076822121,2.956463873,-0.02,6208,-0.000706794,0.001425479,0.152256749
2795,-0.03324704,0.551081248,0.011,3812,-0.000663876,0.001299858,0.174185459
2796,-0.03324704,0.551081248,-0.002,3863,-0.000663876,5.04E-05,0.174185459
2797,0.0703472,2.476723461,-0.024,4038,0.001277183,0,0.16216121
2798,0.0703472,2.476723461,-0.053,3747,0.001277183,3.26E-06,0.16216121
2799,0.0703472,2.476723461,-0.006,3634,0.001277183,0,0.16216121
2800,0.076822121,2.956463873,-0.086,6243,-0.000706794,6.50E-08,0.152256749
2801,0.0703472,2.476723461,-0.041,3710,0.001277183,0,0.16216121
2802,0.0703472,2.476723461,-0.038,3934,0.001277183,0,0.16216121
2803,0.076822121,2.956463873,-0.079,6175,-0.000706794,0,0.152256749
2804,0.0703472,2.476723461,-0.061,4134,0.001277183,0,0.16216121
2805,0.0703472,2.476723461,-0.019,3963,0.001277183,1.33E-05,0.16216121
2806,-0.03324704,0.551081248,0.073,3664,-0.000663876,0,0.174185459
2807,0.064199137,2.061016063,0.028,1341,0.003341229,0,0.189676716
2808,0.064199137,2.061016063,-0.004,18,0.003341229,0,0.189676716
2809,0.064199137,2.061016063,-0.068,709,0.003341229,0.001366453,0.189676716
2810,0.0703472,2.476723461,-0.054,4103,0.001277183,0,0.16216121
2811,0.064199137,2.061016063,-0.007,565,0.003341229,0.000177741,0.189676716
2812,0.064199137,2.061016063,0.015,49,0.003341229,0.000231305,0.189676716
2813,0.0703472,2.476723461,-0.022,4171,0.001277183,2.48E-06,0.16216121
2814,0.064199137,2.061016063,-0.036,19,0.003341229,0.000581061,0.189676716
2815,0.064199137,2.061016063,-0.005,24,0.003341229,0,0.189676716
2816,0.066917023,2.240018793,-0.01,2304,0.002382781,1.36E-07,0.165349323
2817,0.066917023,2.240018793,-0.036,2180,0.002382781,1.92E-05,0.165349323
2818,0.066917023,2.240018793,-0.031,2488,0.002382781,6.02E-08,0.165349323
2819,0.064199137,2.061016063,0.005,711,0.003341229,2.28E-05,0.189676716
2820,0.066917023,2.240018793,0.026,2084,0.002382781,0,0.165349323
2821,0.066917023,2.240018793,-0.058,2264,0.002382781,8.59E-05,0.165349323
2822,0.064199137,2.061016063,-0.015,1075,0.003341229,0,0.189676716
2823,0.066917023,2.240018793,-0.033,2150,0.002382781,1.55E-05,0.165349323
2824,0.066917023,2.240018793,0.001,2565,0.002382781,0,0.165349323
2825,0.063232599,1.999177474,-0.079,4836,0.001662192,0,0.151706804
2826,0.063232599,1.999177474,-0.078,4676,0.001662192,0,0.151706804
2827,0.063232599,1.999177474,-0.08,4782,0.001662192,1.08E-05,0.151706804
2828,0.066917023,2.240018793,-0.012,2346,0.002382781,0.000206875,0.165349323
2829,0.063232599,1.999177474,-0.059,4625,0.001662192,0.000592195,0.151706804
2830,0.063232599,1.999177474,-0.05,4551,0.001662192,0.000222956,0.151706804
2831,0.066917023,2.240018793,0.018,2438,0.002382781,0,0.165349323
2832,0.063232599,1.999177474,-0.056,4765,0.001662192,0,0.151706804
2833,0.063232599,1.999177474,-0.03,4743,0.001662192,6.34E-05,0.151706804
2834,-0.00838586,0.035023145,-0.022,353,0.006554898,1.41E-05,0.14886086
2835,0.056924266,1.618951312,-0.032,2860,0.002805991,0.000131067,0.153248767
2836,0.056924266,1.618951312,-0.045,3244,0.002805991,0,0.153248767
2837,0.056924266,1.618951312,-0.054,2698,0.002805991,3.20E-06,0.153248767
2838,0.063232599,1.999177474,-0.037,4807,0.001662192,0,0.151706804
2839,0.056924266,1.618951312,-0.053,2933,0.002805991,0.000132534,0.153248767
2840,0.056924266,1.618951312,-0.057,3295,0.002805991,2.17E-05,0.153248767
2841,0.063232599,1.999177474,-0.045,4815,0.001662192,0,0.151706804
2842,0.056924266,1.618951312,-0.053,3201,0.002805991,0.00013161,0.153248767
2843,0.056924266,1.618951312,-0.003,2915,0.002805991,5.38E-07,0.153248767
2844,-0.00838586,0.035023145,-0.065,153,0.006554898,0.000462855,0.14886086
2845,-0.00838586,0.035023145,0.021,1076,0.006554898,6.67E-06,0.14886086
2846,0.028953869,0.417836908,-0.043,4205,0.002092918,1.42E-06,0.164651858
2847,0.028953869,0.417836908,-0.06,3884,0.002092918,0.00010401,0.164651858
2848,0.028953869,0.417836908,-0.002,4120,0.002092918,0,0.164651858
2849,0.056924266,1.618951312,-0.03,3025,0.002805991,0.000353747,0.153248767
2850,0.028953869,0.417836908,-0.03,3866,0.002092918,4.61E-07,0.164651858
2851,0.028953869,0.417836908,-0.03,3795,0.002092918,2.87E-05,0.164651858
2852,0.056924266,1.618951312,-0.083,2733,0.002805991,4.60E-05,0.153248767
2853,0.028953869,0.417836908,-0.032,4232,0.002092918,1.42E-05,0.164651858
2854,0.028953869,0.417836908,-0.082,4163,0.002092918,0,0.164651858
2855,-0.00838586,0.035023145,-0.03,26,0.006554898,4.83E-05,0.14886086
2856,-0.00838586,0.035023145,0.009,36,0.006554898,6.04E-05,0.14886086
2857,0.040571996,0.821102871,-0.04,5403,0.001117429,0,0.166234333
2858,0.040571996,0.821102871,-0.04,5357,0.001117429,4.11E-06,0.166234333
2859,0.040571996,0.821102871,-0.004,5454,0.001117429,0,0.166234333
2860,0.028953869,0.417836908,-0.013,3977,0.002092918,0,0.164651858
2861,0.040571996,0.821102871,-0.036,5461,0.001117429,1.11E-09,0.166234333
2862,0.040571996,0.821102871,-0.013,5438,0.001117429,0,0.166234333
2863,0.028953869,0.417836908,0.022,3675,0.002092918,0.000729243,0.164651858
2864,0.040571996,0.821102871,-0.082,5485,0.001117429,0.001104946,0.166234333
2865,0.040571996,0.821102871,-0.046,5478,0.001117429,0,0.166234333
2866,-0.00838586,0.035023145,-0.064,1335,0.006554898,0,0.14886086
2867,0.03136368,0.4903552,-0.04,5515,0.001941257,3.43E-05,0.172651544
2868,0.03136368,0.4903552,-0.085,5496,0.001941257,5.12E-07,0.172651544
2869,0.03136368,0.4903552,-0.02,5494,0.001941257,6.05E-05,0.172651544
2870,0.040571996,0.821102871,-0.019,5389,0.001117429,0,0.166234333
2871,0.03136368,0.4903552,-0.025,5517,0.001941257,0,0.172651544
2872,0.03136368,0.4903552,-0.052,5483,0.001941257,0,0.172651544
2873,0.040571996,0.821102871,-0.018,5412,0.001117429,0.000241419,0.166234333
2874,0.03136368,0.4903552,-0.036,5484,0.001941257,0.000152332,0.172651544
2875,0.03136368,0.4903552,-0.048,5524,0.001941257,0,0.172651544
2876,0.016034847,0.128076854,-0.02,5514,-0.000288195,0,0.174083198
2877,0.016034847,0.128076854,-0.002,5527,-0.000288195,7.01E-05,0.174083198
2878,0.016034847,0.128076854,0.009,5490,-0.000288195,8.03E-05,0.174083198
2879,0.03136368,0.4903552,-0.001,5502,0.001941257,1.25E-07,0.172651544
2880,0.016034847,0.128076854,-0.038,5522,-0.000288195,9.43E-06,0.174083198
2881,0.016034847,0.128076854,-0.014,5476,-0.000288195,0,0.174083198
2882,0.03136368,0.4903552,-0.053,5475,0.001941257,0,0.172651544
2883,0.016034847,0.128076854,0.017,5498,-0.000288195,6.74E-07,0.174083198
2884,0.016034847,0.128076854,-0.024,5526,-0.000288195,0,0.174083198
2885,0.038889586,0.754315994,-0.011,1196,0.001267339,0,0.200628034
2886,0.045266429,1.022521919,-0.041,6580,-0.001046645,0,0.172281167
2887,0.045266429,1.022521919,-0.027,6550,-0.001046645,2.16E-05,0.172281167
2888,0.040272685,0.809012941,0.004,3837,-0.001948318,0.000202728,0.190418215
2889,0.045266429,1.022521919,-0.015,6584,-0.001046645,6.16E-06,0.172281167
2890,0.040272685,0.809012941,-0.005,3827,-0.001948318,2.46E-06,0.190418215
2891,0.045266429,1.022521919,-0.028,6587,-0.001046645,3.39E-05,0.172281167
2892,0.038889586,0.754315994,0.006,2131,0.001267339,0,0.200628034
2893,0.0425397,0.902827567,-0.043,4818,-0.000322675,1.18E-05,0.168548568
2894,0.0425397,0.902827567,-0.002,4880,-0.000322675,5.16E-06,0.168548568
2895,0.0425397,0.902827567,-0.062,4889,-0.000322675,0,0.168548568
2896,0.016034847,0.128076854,-0.02,5619,-0.000288195,1.18E-07,0.174083198
2897,0.0425397,0.902827567,-0.043,4823,-0.000322675,2.80E-09,0.168548568
2898,0.0425397,0.902827567,-0.024,4905,-0.000322675,0,0.168548568
2899,0.016034847,0.128076854,-0.044,5516,-0.000288195,0,0.174083198
2900,0.0425397,0.902827567,-0.006,4834,-0.000322675,0.000295969,0.168548568
2901,0.0425397,0.902827567,-0.007,4825,-0.000322675,0.000236648,0.168548568
2902,0.084035202,3.541846008,0.026,6210,-0.000926236,0.00125509,0.174435414
2903,0.053047514,1.405346007,-0.073,6000,0.000590442,0,0.169502233
2904,0.053047514,1.405346007,-0.058,5988,0.000590442,8.01E-05,0.169502233
2905,0.053047514,1.405346007,0.008,5974,0.000590442,0,0.169502233
2906,0.0425397,0.902827567,-0.02,4844,-0.000322675,0,0.168548568
2907,0.053047514,1.405346007,-0.018,6020,0.000590442,0,0.169502233
2908,0.053047514,1.405346007,-0.043,6036,0.000590442,0.000143225,0.169502233
2909,0.0425397,0.902827567,-0.098,4953,-0.000322675,0.000152661,0.168548568
2910,0.053047514,1.405346007,-0.045,6065,0.000590442,0,0.169502233
2911,0.053047514,1.405346007,-0.056,6055,0.000590442,2.63E-08,0.169502233
2912,0.084035202,3.541846008,-0.113,6244,-0.000926236,0.000124116,0.174435414
2913,0.084035202,3.541846008,0.006,6190,-0.000926236,0.000347279,0.174435414
2914,0.077969938,3.046014642,-0.048,4877,0.00058055,0,0.175793141
2915,0.077969938,3.046014642,-0.03,4870,0.00058055,0.000629771,0.175793141
2916,0.053047514,1.405346007,0.004,6181,0.000590442,7.98E-05,0.169502233
2917,0.077969938,3.046014642,-0.055,4853,0.00058055,0,0.175793141
2918,0.077969938,3.046014642,-0.036,4827,0.00058055,0.002395355,0.175793141
2919,0.053047514,1.405346007,-0.036,6045,0.000590442,0.000626696,0.169502233
2920,0.077969938,3.046014642,-0.001,5187,0.00058055,0,0.175793141
2921,0.077969938,3.046014642,-0.021,4861,0.00058055,0.000484255,0.175793141
2922,0.084035202,3.541846008,-0.031,6136,-0.000926236,2.88E-08,0.174435414
2923,0.084035202,3.541846008,0.067,6164,-0.000926236,0,0.174435414
2924,0.057687418,1.662796963,-0.088,6174,0.000243883,0,0.179527089
2925,0.057687418,1.662796963,0.016,6133,0.000243883,9.07E-06,0.179527089
2926,0.077969938,3.046014642,-0.058,4840,0.00058055,0.000685547,0.175793141
2927,0.057687418,1.662796963,0.002,6081,0.000243883,0.000142497,0.179527089
2928,0.077969938,3.046014642,-0.007,4820,0.00058055,8.40E-05,0.175793141
2929,0.057687418,1.662796963,-0.022,6124,0.000243883,1.22E-05,0.179527089
2930,0.084035202,3.541846008,-0.052,6251,-0.000926236,4.44E-06,0.174435414
2931,0.017144523,0.146422502,0.04,2845,-0.00275137,0,0.175222698
2932,0.044218673,0.975642616,-0.013,5062,0.000285945,0,0.153738524
2933,0.044218673,0.975642616,-0.052,5184,0.000285945,0,0.153738524
2934,0.057687418,1.662796963,-0.05,6151,0.000243883,0,0.179527089
2935,0.044218673,0.975642616,-0.019,4986,0.000285945,1.04E-05,0.153738524
2936,0.057687418,1.662796963,0.016,6150,0.000243883,0,0.179527089
2937,0.044218673,0.975642616,0.006,5035,0.000285945,9.00E-05,0.153738524
2938,0.017144523,0.146422502,0.071,3097,-0.00275137,0,0.175222698
2939,0.017144523,0.146422502,0.037,3964,-0.00275137,5.92E-05,0.175222698
2940,0.044719365,0.997906776,-0.041,5970,-6.58E-05,2.43E-05,0.163293751
2941,0.044719365,0.997906776,-0.032,6023,-6.58E-05,1.93E-06,0.163293751
2942,0.044218673,0.975642616,-0.038,5047,0.000285945,0.000444412,0.153738524
2943,0.044719365,0.997906776,-0.034,5931,-6.58E-05,1.47E-05,0.163293751
2944,0.044218673,0.975642616,-0.07,5136,0.000285945,0,0.153738524
2945,0.044719365,0.997906776,-0.065,5940,-6.58E-05,0.000828507,0.163293751
2946,0.017144523,0.146422502,0.037,3815,-0.00275137,0,0.175222698
2947,0.017144523,0.146422502,0.074,2691,-0.00275137,0,0.175222698
2948,0.023326093,0.271112618,-0.121,59,-0.006954215,0.00141319,0.15312226
2949,0.023326093,0.271112618,-0.034,15,-0.006954215,0,0.15312226
2950,0.044719365,0.997906776,-0.025,5981,-6.58E-05,0.000221132,0.163293751
2951,0.023326093,0.271112618,-0.103,51,-0.006954215,0.000746602,0.15312226
2952,0.044719365,0.997906776,-0.082,5950,-6.58E-05,5.53E-05,0.163293751
2953,0.023326093,0.271112618,-0.042,44,-0.006954215,0.000111173,0.15312226
2954,0.017144523,0.146422502,0.059,4086,-0.00275137,0,0.175222698
2955,0.075720386,2.87178685,0.123,4662,0.001161139,0.000366249,0.233066176
2956,0.021868211,0.238266839,-0.016,1578,-0.006649398,0.002025748,0.165306313
2957,0.021868211,0.238266839,-0.078,1732,-0.006649398,0,0.165306313
2958,0.023326093,0.271112618,-0.086,14,-0.006954215,5.24E-05,0.15312226
2959,0.021868211,0.238266839,-0.018,1494,-0.006649398,0,0.165306313
2960,0.023326093,0.271112618,-0.046,121,-0.006954215,3.45E-05,0.15312226
2961,0.021868211,0.238266839,-0.049,1373,-0.006649398,0,0.165306313
2962,0.075720386,2.87178685,0.078,4595,0.001161139,0.000219175,0.233066176
2963,0.075720386,2.87178685,0.077,4370,0.001161139,0.001192815,0.233066176
2964,0.013787463,0.09468488,-0.007,4222,-0.00247373,1.05E-05,0.193604383
2965,0.013787463,0.09468488,0.019,3976,-0.00247373,6.73E-05,0.193604383
2966,0.021868211,0.238266839,0.019,1104,-0.006649398,2.25E-06,0.165306313
2967,0.013787463,0.09468488,0.019,4022,-0.00247373,0.001006858,0.193604383
2968,0.021868211,0.238266839,-0.046,1406,-0.006649398,3.52E-05,0.165306313
2969,0.013787463,0.09468488,0.024,4148,-0.00247373,8.95E-06,0.193604383
2970,0.075720386,2.87178685,0.105,3650,0.001161139,0,0.233066176
2971,0.075720386,2.87178685,0.084,3635,0.001161139,0,0.233066176
2972,0.000231272,2.66E-05,-0.021,2918,-0.003818686,0.000450562,0.178919248
2973,0.000231272,2.66E-05,-0.061,1991,-0.003818686,0,0.178919248
2974,0.013787463,0.09468488,-0.013,4173,-0.00247373,0,0.193604383
2975,0.000231272,2.66E-05,-0.042,557,-0.003818686,5.08E-07,0.178919248
2976,0.013787463,0.09468488,0.008,4306,-0.00247373,3.57E-05,0.193604383
2977,0.000231272,2.66E-05,-0.002,1671,-0.003818686,0,0.178919248
2978,0.075720386,2.87178685,0.103,4335,0.001161139,0.000529043,0.233066176
2979,0.076287781,2.915239302,-0.009,5662,0.001143232,0,0.185108675
2980,0.053628696,1.43639757,0.007,3846,0.000348439,0.000453391,0.208468571
2981,0.053628696,1.43639757,-0.034,3820,0.000348439,1.92E-06,0.208468571
2982,0.045266429,1.022521919,0.024,6565,-0.001046645,0.000141958,0.172281167
2983,0.053628696,1.43639757,0.021,3836,0.000348439,9.31E-05,0.208468571
2984,0.045266429,1.022521919,-0.018,6560,-0.001046645,0,0.172281167
2985,0.053628696,1.43639757,-0.013,3816,0.000348439,2.60E-05,0.208468571
2986,0.076287781,2.915239302,-0.049,5714,0.001143232,1.96E-09,0.185108675
2987,0.076287781,2.915239302,0.001,5416,0.001143232,0,0.185108675
2988,0.066714808,2.226440652,0.021,3364,0.00195597,0.000121975,0.191342841
2989,0.066714808,2.226440652,-0.08,3107,0.00195597,0,0.191342841
2990,0.053628696,1.43639757,0.016,3826,0.000348439,0,0.208468571
2991,0.066714808,2.226440652,0.012,3337,0.00195597,0,0.191342841
2992,0.053628696,1.43639757,0.032,3880,0.000348439,0,0.208468571
2993,0.066714808,2.226440652,0.014,2962,0.00195597,0.001034278,0.191342841
2994,0.076287781,2.915239302,-0.005,5720,0.001143232,0.00060076,0.185108675
2995,0.076287781,2.915239302,-0.02,5881,0.001143232,0.000244946,0.185108675
2996,0.078755308,3.108071981,-0.014,1835,0.002138803,0.000181629,0.16148141
2997,0.078755308,3.108071981,-0.05,45,0.002138803,0.000162325,0.16148141
2998,0.066714808,2.226440652,-0.019,2954,0.00195597,0,0.191342841
2999,0.078755308,3.108071981,-0.008,2164,0.002138803,0.000126404,0.16148141
3000,0.066714808,2.226440652,-0.018,3283,0.00195597,0,0.191342841
3001,0.078755308,3.108071981,-0.026,77,0.002138803,0.000152978,0.16148141
3002,0.076287781,2.915239302,-0.014,5808,0.001143232,0.000118476,0.185108675
3003,0.048864721,1.191951066,0.041,4542,-0.001255842,4.68E-05,0.215791629
3004,0.080289954,3.231175063,-0.02,4770,-0.002082673,0.000160671,0.172616947
3005,0.080289954,3.231175063,-0.003,4783,-0.002082673,0,0.172616947
3006,0.078755308,3.108071981,-0.045,86,0.002138803,0.000417601,0.16148141
3007,0.080289954,3.231175063,-0.016,4806,-0.002082673,0.000399851,0.172616947
3008,0.078755308,3.108071981,-0.047,1914,0.002138803,0,0.16148141
3009,0.080289954,3.231175063,-0.037,4855,-0.002082673,0.000314153,0.172616947
3010,0.048864721,1.191951066,0.05,4563,-0.001255842,0,0.215791629
3011,0.070809196,2.509525869,0.043,4560,7.73E-05,7.57E-05,0.160150921
3012,0.070809196,2.509525869,0.034,4621,7.73E-05,2.11E-07,0.160150921
3013,0.057898119,1.67500666,0.063,6428,0.001030862,2.70E-05,0.179745921
3014,-0.028104312,0.393657391,-0.032,4999,0.001847503,2.40E-06,0.163118207
3015,-0.028104312,0.393657391,-0.087,5063,0.001847503,0,0.163118207
3016,0.057898119,1.67500666,0.025,6400,0.001030862,0.000173686,0.179745921
3017,-0.03324704,0.551081248,0.03,3614,-0.000663876,0.002650065,0.174185459
3018,-0.03324704,0.551081248,0.032,3267,-0.000663876,1.04E-05,0.174185459
3019,-0.03324704,0.551081248,0.038,2068,-0.000663876,0,0.174185459
3020,-0.130878758,8.679031415,0,4033,-0.001419838,0.001308636,0.157587479
3021,-0.03324704,0.551081248,0.045,3501,-0.000663876,0.00026628,0.174185459
3022,-0.03324704,0.551081248,-0.031,2140,-0.000663876,0.002309681,0.174185459
3023,-0.130878758,8.679031415,0.008,4003,-0.001419838,0,0.157587479
3024,-0.03324704,0.551081248,0.027,2400,-0.000663876,0,0.174185459
3025,-0.03324704,0.551081248,-0.025,3789,-0.000663876,1.47E-05,0.174185459
3026,-0.130878758,8.679031415,0.041,3973,-0.001419838,0,0.157587479
3027,-0.130878758,8.679031415,0.024,4159,-0.001419838,0,0.157587479
3028,-0.130878758,8.679031415,0.014,4054,-0.001419838,0,0.157587479
3029,0.063668613,2.026955393,0.031,5885,0.000635233,0.000544587,0.187865797
3030,-0.130878758,8.679031415,0.015,4242,-0.001419838,0,0.157587479
3031,-0.130878758,8.679031415,0.014,3858,-0.001419838,0,0.157587479
3032,0.063668613,2.026955393,0.027,5922,0.000635233,5.61E-07,0.187865797
3033,-0.130878758,8.679031415,0.045,3929,-0.001419838,0,0.157587479
3034,-0.130878758,8.679031415,-0.008,4212,-0.001419838,2.47E-06,0.157587479
3035,-0.037229918,0.69121933,-0.031,2652,-0.002378059,0,0.154278695
3036,0.069422637,2.411735612,0.069,4516,0.001216409,0,0.19212811
3037,0.069422637,2.411735612,0.076,4531,0.001216409,0,0.19212811
3038,0.069422637,2.411735612,0.02,4512,0.001216409,0.000130982,0.19212811
3039,0.134166611,9.128660499,-0.004,5319,0.001069247,0,0.167153643
3040,0.069422637,2.411735612,0.059,4532,0.001216409,0.000222857,0.19212811
3041,0.069422637,2.411735612,0.07,4166,0.001216409,0,0.19212811
3042,0.134166611,9.128660499,-0.02,5431,0.001069247,0.000751884,0.167153643
3043,0.069422637,2.411735612,0.043,4286,0.001216409,0,0.19212811
3044,0.069422637,2.411735612,0.077,4430,0.001216409,0,0.19212811
3045,-0.037229918,0.69121933,0.013,2712,-0.002378059,4.58E-05,0.154278695
3046,0.063668613,2.026955393,0,5939,0.000635233,0,0.187865797
3047,0.063668613,2.026955393,0.011,5913,0.000635233,0.000213201,0.187865797
3048,0.063668613,2.026955393,-0.041,5894,0.000635233,0,0.187865797
3049,0.112456057,6.378555241,0.031,2912,0.002889067,0,0.158853715
3050,0.063668613,2.026955393,0.041,5982,0.000635233,0.000259663,0.187865797
3051,0.063668613,2.026955393,-0.038,5899,0.000635233,0,0.187865797
3052,0.112456057,6.378555241,-0.029,2732,0.002889067,1.91E-05,0.158853715
3053,0.063668613,2.026955393,0.004,5949,0.000635233,0,0.187865797
3054,0.063668613,2.026955393,-0.009,5903,0.000635233,0,0.187865797
3055,-0.11457837,6.624817013,-0.056,2574,-0.002706653,3.27E-08,0.171002718
3056,0.058675754,1.720459662,0.017,5419,0.000775995,0,0.203650423
3057,0.058675754,1.720459662,0.031,5411,0.000775995,0,0.203650423
3058,0.058675754,1.720459662,0.027,5500,0.000775995,0,0.203650423
3059,0.079940018,3.202890234,0.017,6628,0.000880656,0.000945051,0.165506978
3060,0.058675754,1.720459662,0.037,5422,0.000775995,0.000268405,0.203650423
3061,0.058675754,1.720459662,0.012,5473,0.000775995,2.20E-06,0.203650423
3062,0.079940018,3.202890234,0.036,6681,0.000880656,2.45E-06,0.165506978
3063,0.058675754,1.720459662,0.034,5428,0.000775995,0.000249081,0.203650423
3064,0.058675754,1.720459662,-0.025,5441,0.000775995,0,0.203650423
3065,-0.11457837,6.624817013,-0.03,3211,-0.002706653,3.86E-05,0.171002718
3066,-0.11457837,6.624817013,-0.079,2341,-0.002706653,4.33E-06,0.171002718
3067,0.062662456,1.963147014,0.053,3905,0.001056083,0,0.202012059
3068,0.062662456,1.963147014,0.051,3763,0.001056083,2.30E-05,0.202012059
3069,0.062662456,1.963147014,-0.001,3830,0.001056083,5.39E-05,0.202012059
3070,0.132058359,8.838972781,0.02,2910,-0.001993039,0.000672043,0.164982127
3071,0.062662456,1.963147014,0.019,3969,0.001056083,0,0.202012059
3072,0.062662456,1.963147014,-0.001,3998,0.001056083,7.51E-07,0.202012059
3073,0.132058359,8.838972781,0.014,2710,-0.001993039,2.00E-05,0.164982127
3074,0.062662456,1.963147014,0.018,3547,0.001056083,0.000794135,0.202012059
3075,0.062662456,1.963147014,0.052,3744,0.001056083,5.16E-05,0.202012059
3076,-0.11457837,6.624817013,-0.049,3084,-0.002706653,0.000193895,0.171002718
3077,0.057898119,1.67500666,0.055,6392,0.001030862,0,0.179745921
3078,0.057898119,1.67500666,0.045,6634,0.001030862,4.11E-05,0.179745921
3079,0.057898119,1.67500666,0.047,6376,0.001030862,0.000489208,0.179745921
3080,0.096220483,4.65376022,-0.009,3731,-0.000305336,3.78E-05,0.165234376
3081,0.057898119,1.67500666,0.014,6372,0.001030862,0.001853647,0.179745921
3082,0.057898119,1.67500666,-0.025,6374,0.001030862,0,0.179745921
3083,0.096220483,4.65376022,0.018,3577,-0.000305336,0.000389872,0.165234376
3084,0.057898119,1.67500666,0.059,6378,0.001030862,0.000105686,0.179745921
3085,0.057898119,1.67500666,0.005,6418,0.001030862,6.68E-06,0.179745921
3086,0.038889586,0.754315994,-0.011,2331,0.001267339,1.21E-05,0.200628034
3087,0.038889586,0.754315994,0.038,2186,0.001267339,6.23E-06,0.200628034
3088,0.038889586,0.754315994,0.001,1258,0.001267339,8.54E-07,0.200628034
3089,0.070809196,2.509525869,0.019,4549,7.73E-05,0.000122891,0.160150921
3090,0.038889586,0.754315994,0.029,2115,0.001267339,0.000130661,0.200628034
3091,0.038889586,0.754315994,0.06,657,0.001267339,2.03E-06,0.200628034
3092,0.070809196,2.509525869,0.044,5261,7.73E-05,0,0.160150921
3093,0.038889586,0.754315994,0.01,1943,0.001267339,0.000822828,0.200628034
3094,0.038889586,0.754315994,0.013,2227,0.001267339,0,0.200628034
3095,0.048864721,1.191951066,0.074,4494,-0.001255842,0.000164289,0.215791629
3096,0.048864721,1.191951066,0.02,4504,-0.001255842,6.71E-07,0.215791629
3097,0.048864721,1.191951066,0.038,4509,-0.001255842,0,0.215791629
3098,0.076287781,2.915239302,-0.032,5800,0.001143232,4.89E-05,0.185108675
3099,0.048864721,1.191951066,0.09,4622,-0.001255842,0,0.215791629
3100,0.048864721,1.191951066,0.067,4507,-0.001255842,0.000169527,0.215791629
3101,0.076287781,2.915239302,0.012,5921,0.001143232,3.58E-05,0.185108675
3102,0.048864721,1.191951066,-0.002,4636,-0.001255842,0,0.215791629
3103,0.048864721,1.191951066,0.038,4522,-0.001255842,0.000120879,0.215791629
3104,0.05382699,1.447070394,0.027,123,0.002221467,0,0.188335648
3105,0.05382699,1.447070394,0.011,1684,0.002221467,0,0.188335648
3106,0.05382699,1.447070394,0.004,1620,0.002221467,2.74E-05,0.188335648
3107,0.061652363,1.900127331,0.01,6559,1.63E-05,0.000467264,0.139414061
3108,0.05382699,1.447070394,0.034,1702,0.002221467,1.39E-05,0.188335648
3109,0.05382699,1.447070394,0.021,1566,0.002221467,6.32E-05,0.188335648
3110,0.061652363,1.900127331,0.08,6625,1.63E-05,0,0.139414061
3111,0.05382699,1.447070394,0.015,1377,0.002221467,0,0.188335648
3112,0.05382699,1.447070394,0.034,1603,0.002221467,0,0.188335648
3113,0.060787852,1.847016165,0.073,5633,0.000580199,5.09E-06,0.200587152
3114,0.060787852,1.847016165,0.059,5741,0.000580199,0,0.200587152
3115,0.060787852,1.847016165,0.014,5687,0.000580199,0,0.200587152
3116,0.118734029,7.121080612,0.001,5213,0.00090887,0.001874568,0.165582997
3117,0.060787852,1.847016165,0.057,5718,0.000580199,1.24E-05,0.200587152
3118,0.060787852,1.847016165,0.081,5698,0.000580199,0.000174044,0.200587152
